NAZIV PROIZVODA,ŠIFRA PROIZVODA,MARKA PROIZVODA,NETO KOLIČINA,JEDINICA MJERE,MALOPRODAJNA CIJENA,CIJENA ZA JEDINICU MJERE,MPC ZA VRIJEME POSEBNOG OBLIKA PRODAJE,NAJNIŽA CIJENA U POSLJEDNIH 30 DANA,SIDRENA CIJENA NA 2.5.2025,BARKOD,KATEGORIJA PROIZVODA
SAPUN TEK K PLUS OLEA CO/VA 500ml,06510032,OLEA,0.50 l,ko,1.79,3.58,,,1.79,3850334567451,KOZMETIKA
SAPUN TEK PALM MED&MLIJ 300ml PUM,06510036,PALMOLIVE,0.30 l,ko,4.19,13.97,,,3.99,8003520013026,KOZMETIKA
ZP SENSOD FLUORID 75ML  0350,06511219,SENSODYNE,0.08 l,ko,7.39,98.53,,,6.89,5054563186904,KOZMETIKA
GEL TUŠ AXE AFRICA 250  4827,06520306,AXE,0.25 l,ko,2.99,11.96,,,2.99,8710447279793,KOZMETIKA
ŠAMPON ELSEVE COLOR VIV 250ml 0869,06520385,LOREAL ELSEVE,0.25 l,ko,5.49,21.96,,,5.49,3600523327713,KOZMETIKA
ŠAMPON H&S 400ml ČISTA NJEGA,06520521,HEAD&SHOULDE,0.40 l,ko,8.39,20.98,,,8.39,5011321336049,KOZMETIKA
KREMA NIVEA SOFT 300 ML,06520589,NIVEA,0.30 l,ko,13.79,45.97,,,13.79,4005808760466,KOZMETIKA
ŠAMPON GLISS OIL NUTR 250ML 8480,06520800,GLISS,0.25 l,ko,5.99,23.96,,,5.99,9000100398435,KOZMETIKA
GEL TUŠ PALM COCO 250ml,06521320,PALMOLIVE,0.25 l,ko,2.99,11.96,,,2.99,8714789732923,KOZMETIKA
GEL TUŠ NIVEA BC CASM MOM 250ml,06521371,NIVEA,0.25 l,ko,2.99,11.96,,,2.99,9005800222950,KOZMETIKA
GEL TUŠ NIVEA BC ENERGY M 250ML,06521379,NIVEA,0.25 l,ko,2.99,11.96,,,2.99,4005808780723,KOZMETIKA
ŠAMPON SCHAUMA 7 LJEK TR 400ml,06521657,SCHAUMA,0.40 l,ko,4.19,10.48,,,4.19,3838824086750,KOZMETIKA
ŠAMPON ELSEVE TOT REPAIR 250ml,06521700,LOREAL ELSEVE,0.25 l,ko,5.49,21.96,,,5.49,3600521704677,KOZMETIKA
ZP COLG WHITENI 75ml  3245,06530177,COLGATE,0.08 l,ko,3.99,53.2,,,3.69,8718951312173,KOZMETIKA
ZP AQUA FRESH 100ml 8062,06530299,AQUAFRESH,0.10 l,ko,3.59,35.9,,,3.39,5054563203649,KOZMETIKA
ČETKICA AQUA CL&FL 2/1 SR TVRDA,06530305,AQUAFRESH,1.00 ko,ko,4.39,4.39,,,3.19,5054563931870,KOZMETIKA
VODICA ZA USTA LISTERINE FRESH 250ml,06530634,LISTERINE,0.25 l,ko,5.99,23.96,,,5.79,5010123703431,KOZMETIKA
ZP PARODONT FLUORID 75ml,06537553,PARODONTAX,0.08 l,ko,7.39,98.53,,,6.89,5054563110350,KOZMETIKA
REGENER ELSEVE COLOR VIV 200ml 1361,06540080,LOREAL ELSEVE,0.20 l,ko,5.49,27.45,,,5.49,3600523327676,KOZMETIKA
GEL TAFT POW ACTIV 150  2188,06540286,TAFT,0.15 l,ko,6.89,45.89,,,6.89,9000101723229,KOZMETIKA
LAK TAFT VOLUMEN 250ml,06540607,TAFT,0.25 l,ko,6.19,24.76,,,6.19,3838824058245,KOZMETIKA
LAK TAFT ULTRA STRONG 250ml,06540610,TAFT,0.25 l,ko,6.19,24.76,,,6.19,4012800706002,KOZMETIKA
LAK TAFT POWER CASHMERE OVERFILL,06540611,TAFT,0.25 l,ko,6.19,24.76,,,6.19,9000100477505,KOZMETIKA
REGENER ELSEVE TOT REPAIR 200ml,06541700,LOREAL ELSEVE,0.20 l,ko,5.49,27.45,,,5.49,3600521706473,KOZMETIKA
PJENA TAFT GLANZ 200ml  3667,06542678,TAFT,0.20 l,ko,6.19,30.95,,,6.19,3838824083667,KOZMETIKA
REGENER GLISS KUR 200 REP OIL NUTR,06546645,GLISS,0.20 l,ko,8.89,44.45,,,8.89,9000100398701,KOZMETIKA
DEO AXE AFRICA 150ml    5874,06550028,AXE,0.15 l,ko,6.19,41.27,,,5.69,8717644013045,KOZMETIKA
DEO DOVE ORIG 150ml,06550240,DOVE,0.15 l,ko,6.69,44.6,,,6.69,8720181291715,KOZMETIKA
DEO REXONA SEXY 150ml,06550641,REXONA,0.15 l,ko,5.89,39.27,,,5.89,8717644585337,KOZMETIKA
DEO NIVEA Ž PEARL&BEAUTY SPR 150ml,06552500,NIVEA,0.15 l,ko,5.39,35.93,,,5.39,4005808734528,KOZMETIKA
ROLL ON NIVEA Ž PEARL&BEAUT 50ml,06552501,NIVEA,0.05 l,ko,6.99,139.8,,,6.99,42242147,KOZMETIKA
DEO NIVEA FRESH M 150ml,06555058,NIVEA,0.15 l,ko,6.59,43.93,,,6.59,9005800373331,KOZMETIKA
ROLL ON NIVEA Ž FRE 50ml 8095,06555060,NIVEA,0.05 l,ko,6.99,139.8,,,6.99,42241553,KOZMETIKA
ROLL ON NIVEA FRESH M 50ml,06555167,NIVEA,0.05 l,ko,6.99,139.8,,,6.99,42242864,KOZMETIKA
PJENA NIVEA SENS 200ML,06560147,NIVEA,0.20 l,ko,6.39,31.95,,,6.39,4005808310715,KOZMETIKA
BRIJAČ JEDNOK GILL BL 3,06560233,GILLETTE,1.00 ko,ko,6.89,6.89,,,5.49,7702018489619,KOZMETIKA
GEL GILL SER SENSITIV 200ml 4692,06561545,GILLETTE,0.20 l,ko,6.59,32.95,,,6.59,3014260214692,KOZMETIKA
GEL NIVEA SENSITIVE 200ML 7405,06561992,NIVEA,0.20 l,ko,9.49,47.45,,,9.49,4005808265312,KOZMETIKA
BRIJAČ JEDNOK Ž GILL SIM VEN2 4+2,06562139,VENUS,6.00 ko,ko,6.19,1.03,,,6.19,7702018069316,KOZMETIKA
LIP BALM MELEM 4.5g,06588115,MELEM,0.01 kg,ko,4.99,1108.89,,,4.89,3856007902840,KOZMETIKA
KREMA NIVEA 75ML        1039,06590158,NIVEA,0.08 l,ko,4.19,55.87,,,3.39,42163176,KOZMETIKA
MARAMICE NIVEA VIS NORM 25 KOM 1212,06590282,NIVEA,25.00 ko,ko,6.59,0.26,,,6.59,9005800305776,KOZMETIKA
KREMA ZA RUKE ATRIX 100ML TUBA 4932,06591062,ATRIX,0.10 l,ko,4.49,44.9,,,4.49,9005800374826,KOZMETIKA
SPREJ NIV SUN DJ F50+ 200ML,06591723,NIVEA,0.20 l,ko,24.99,124.95,,,24.99,4006000075419,KOZMETIKA
SPREJ NIV SUN F30 200ml,06591727,NIVEA,0.20 l,ko,21.99,109.95,,,21.99,5025970022840,KOZMETIKA
ULJE AMBRE SOL KOKOS 200ml,06592083,GARNIER AMBRE SOLAIR,0.20 l,ko,16.19,80.95,,,16.19,3600542450645,KOZMETIKA
LOSION NIV SUN SPF30 200ML,06592243,NIVEA,0.20 l,ko,20.99,104.95,,,20.99,4005808423040,KOZMETIKA
LOSION NIV SUN F20 200ML,06592244,NIVEA,0.20 l,ko,19.39,96.95,,,19.39,4005808407507,KOZMETIKA
LOSION NIV SUN HIDRAT POS SUN 200ml,06592247,NIVEA,0.20 l,ko,13.59,67.95,,,13.59,4005808478941,KOZMETIKA
LABELLO SUN PROTECT SF30 4.8g,06592249,LABELLO,0.01 kg,ko,5.69,1185.42,,,5.69,4006000077963,KOZMETIKA
LOSION NIV SUN DJ F50+ 200ml,06592256,NIVEA,0.20 l,ko,25.49,127.45,,,25.49,4006000075402,KOZMETIKA
MLIJEKO TIJ NIVEA 250ML,06592661,NIVEA,0.25 l,ko,9.99,39.96,,,9.99,4005808246205,KOZMETIKA
KREMA VEET OSJETLJIVA KOŽA 100ML,06594885,VEET,0.10 l,ko,7.59,75.9,,,6.99,5997321773438,KOZMETIKA
LOSION NIV SUN PROT&BRON F20 200ml,06596982,NIVEA,0.20 l,ko,19.39,96.95,,,19.39,9005800386348,KOZMETIKA
HIG UL ALWAYS ULT NOĆNI DUO 14/1,06600063,ALWAYS P&G,14.00 ko,ko,3.45,0.25,,,3.45,8700216861052,TOALETNE POTREPŠTINE
KREMA ZAŠTITNA SUDOCREM 125g,06601600,SUDOCREM,0.13 kg,ko,11.39,91.12,,,10.39,3850114243674,KOZMETIKA
ČETKICA SIGNAL WHITE SYST M 1581,06610188,SIGNAL,1.00 ko,ko,5.39,5.39,,,5.39,8718114198903,KOZMETIKA
KONAC ZUBNI 0B MENTA 50m 5029,06614074,ORAL B,50.00 m,ko,4.99,0.1,,,4.99,5010622005029,KOZMETIKA
FLASTER UNIVERZ 10/1    9403,06621155,HANSAPLAST,10.00 ko,ko,2.29,0.23,,,2.29,9005800338057,TOALETNE POTREPŠTINE
HP AQUA PROTECT 20 FLASTERA 1241,06621156,HANSAPLAST,20.00 ko,ko,4.49,0.22,,,4.49,9005800225333,TOALETNE POTREPŠTINE
HANSAPLAST UNIVERZ 20/1 9427,06621161,HANSAPLAST,20.00 ko,ko,3.69,0.18,,,3.69,4005800239427,TOALETNE POTREPŠTINE
BRIJAČ GILL MACH3       9626,06630201,GILLETTE,1.00 ko,ko,15.79,15.79,,,15.79,7702018020676,KOZMETIKA
SJAJILO FINISH S&D REGULAR 400ML,08011905,FINISH ADW,0.40 l,ko,4.89,12.23,,,4.89,5999109581938,SREDSTVA ZA ČIŠĆENJE
DOMESTOS CITRUS 750ML   9780,08030271,DOMESTOS,0.75 l,ko,3.89,5.19,,,3.49,5996037079780,SREDSTVA ZA ČIŠĆENJE
SPR K PLUS DAX UNIVER LIMUN 750ml,08030882,DAX,0.75 l,ko,2.25,3,,,2.25,3850334164346,SREDSTVA ZA ČIŠĆENJE
GEL DAX ODČEP ODVODA 1L,08031846,DAX,1.00 l,ko,1.49,1.49,,,1.49,3838900949795,SREDSTVA ZA ČIŠĆENJE
FROSCH UNIV CLASSIC 1L,08034448,FROSCH,1.00 l,ko,3.69,3.69,,,3.69,4009175138965,SREDSTVA ZA ČIŠĆENJE
AJAX FF SPRING FLOW 1L  4933,08035449,AJAX,1.00 l,ko,4.39,4.39,,,4.39,8718951278424,SREDSTVA ZA ČIŠĆENJE
WC BREF POWER AKTIV LEMON 50g,08091137,BREF,0.05 kg,ko,3.59,71.8,,,3.59,9000100625104,SREDSTVA ZA ČIŠĆENJE
DEO BOROTALCO 150ML,08163668,BOROTALCO,0.15 l,ko,5.89,39.27,,,4.99,8002410040388,KOZMETIKA
DESERT BANANKO 30g KRAŠ,90029870,BANANKO,0.03 kg,ko,0.69,23,,,0.69,3850102127252,HRANA
NAMAZ POVRĆE 75g NATUREL,90030971,NATUREL,0.08 kg,ko,1.75,23.33,,,1.75,3858887246243,HRANA
SAPUN PALM OS ALOE&OLIVE 90g,90031239,PALMOLIVE,0.09 kg,ko,1.85,20.56,,,1.75,8693495033985,KOZMETIKA
PJENA GILL SENSITIVE 300ml,90031299,GILLETTE,0.20 l,ko,3.59,17.95,,,3.59,7702018617234,KOZMETIKA
HIG UL NAT THICK NIGHT 14,90031409,NATURELLA,14.00 ko,ko,2.39,0.17,,,2.39,4015400437932,TOALETNE POTREPŠTINE
SIR POLUTVRDI TRAPIST 500g DUKAT,90031746,PRESIDENT,0.50 kg,ko,9.39,18.78,,,9.39,3850355007165,HRANA
SV SLABINA I LEĐA BK ODR 560g PIK,90032093,PIK VRBOVEC,0.56 kg,ko,6.59,11.77,,,5.99,3850139431681,HRANA
LIKER PELINKOVAC 0.7 L BADEL,90032338,BADEL 1862,0.70 l,ko,15.39,21.99,,,15.39,3850112110756,PIĆE
MLIJEKO TR CAFE 3.8% 0.5L BOCA DUKAT,90032541,DUKAT,0.50 l,ko,1.35,2.7,,,1.35,3850354006831,HRANA
DESERT KINDER PINGUI 4pack 120g,90032543,FERRERO,0.12 kg,ko,3.39,28.25,,,2.99,8000500119716,HRANA
ŠAMPON PANTEN INTENZ REG 250ml,90034822,PANTENE,0.25 l,ko,5.09,20.36,,,5.09,8006540532089,KOZMETIKA
CROISSANT 7DAYS MINI DOUBLE KAK/VAN 185g,90034959,CHIPITA,0.19 kg,ko,3.29,17.78,,,3.29,7622202213984,HRANA
MLIJEKO TR 1.5% BEZ LAKT 1L LJUB MLEK,90036037,LJUBLJ.MLEK.,1.00 l,ko,2.75,2.75,,,2.75,3838800049922,HRANA
ŠUNKA FINA NAR. 150g MA PIK,90036524,PIK VRBOVEC,0.15 kg,ko,4.09,27.27,,,4.09,3850139250671,HRANA
INSTANT NES CL LIM NESTLE 200g,90036869,NESCAFE,0.20 kg,ko,13.79,68.95,,,12.39,7891000255025,HRANA
SOK 100% JABUKA JUICY 1L,90037585,JUICY,1.00 l,ko,2.89,2.89,,,2.89,3858890970210,PIĆE
MEĐIMURSKO PILE PODL PERUTNINA,90037649,PERUTNINA PT,1.00 kg,kg,3.31,3.31,,,3.31,3850220111157,HRANA
SPREJ NIV PR & BRONZE F20 200ml,90037991,NIVEA,0.20 l,ko,20.99,104.95,,,20.99,7319470012127,KOZMETIKA
MLIJEKO ČOKOLADNO 1L BOCA DUKAT,90038216,DUKAT,1.00 l,ko,2.99,2.99,,,2.99,3850354007661,HRANA
PARIZER PIKO NAREZAK 200g MA,90038638,PIKO,0.20 kg,ko,3.59,17.95,,,3.59,3850139190892,HRANA
ULJE MASLIN CRNI TARTUF 100ML,90039053,ZIGANTE,0.10 l,ko,12.39,123.9,,,12.39,3859892291891,HRANA
DESERT MONTE 150g ZOTT,90039873,MONTE,0.15 kg,ko,1.49,9.93,,,1.49,40338248,HRANA
MLIJEKO ČOKOLADNO 0.5L BOCA DUKAT,90039960,DUKAT,0.50 l,ko,2.09,4.18,,,1.55,3850354006879,HRANA
DESERT KINDER MILCHSCHNITTE T5 140g,90039969,FERRERO,0.14 kg,ko,4.19,29.93,,,3.69,8000500062654,HRANA
MUESLI KNUSPER DUPLA ČOK 300g VITALI,90042038,VITALIS,0.30 kg,ko,5.19,17.3,,,5.19,4000521010256,HRANA
DŽEM SMOKVA DIDA BOŽA 700g,90042599,DIDA BOŽA,0.70 kg,ko,7.69,10.99,,,7.09,3859891515745,HRANA
GAZ PIĆE FANTA SHOKATA 0.5L,90042692,FANTA,0.50 l,ko,1.49,2.98,,,1.45,5449000291677,PIĆE
ŠAMPON PANTENE AQUALIGHT 400ML,90044320,PANTENE,0.40 l,ko,7.49,18.73,,,7.49,5410076561223,KOZMETIKA
BOMBON TIC TAC MINT 18g,90045176,FERRERO,0.02 kg,ko,0.99,55,,,0.99,80052043,HRANA
BOMBON TIC TAC NARANČA 18g,90045178,FERRERO,0.02 kg,ko,0.99,55,,,0.99,80052333,HRANA
ZIMSKA SALAMA NAR 80g,90045241,GAVRILOVIĆ,0.08 kg,ko,3.59,44.88,,,2.69,3858881227637,HRANA
SRIJEMSKA SALAMA NAR 80g,90045243,GAVRILOVIĆ,0.08 kg,ko,2.95,36.88,,,2.19,3858881227620,HRANA
JUHA KREM RAJČ I MOZZ 23g FIN MINI,90045355,FINI MINI,0.02 kg,ko,0.99,43.04,,,0.99,3850104260940,HRANA
ČOKOLADA MILKA S LJEŠNJACIMA 80g,90045381,MILKA,0.08 kg,ko,2.59,32.38,,,2.59,7622210043931,HRANA
ČOKOLADA MILKA NOISETTE 80g,90045395,MILKA,0.08 kg,ko,2.59,32.38,,,2.59,7622210043955,HRANA
LED U KOCKAMA 2.5kg REBUS,90045501,REBUS,2.50 kg,ko,3.89,1.56,,,3.59,3855006015018,HRANA
SIR TVRDI GRANA PADANO RIBANI 100g,90045587,AGRIFORM,0.10 kg,ko,4.39,43.9,,,3.69,8003518100219,HRANA
PAŠTETA OD TUNE 95g ARGETA,90047225,ARGETA,0.10 kg,ko,2.49,26.21,,,2.49,3838975567061,HRANA
PAŠTETA KOKOŠJA ARGETA 95g,90047247,ARGETA,0.10 kg,ko,1.85,19.47,,,1.75,3838975567009,HRANA
ULJE MASLINOVO EX DJ 0.25L MONIN,90048519,MONINI,0.25 l,ko,5.39,21.56,,,5.39,80053811,HRANA
KRUH POLUBIJELI 500g BABIĆ,90049418,BABIĆ,0.50 kg,ko,1.25,2.5,,,1.19,3858884719153,HRANA
KRUH POLUBIJELI 700g BABIĆ,90049419,BABIĆ,0.70 kg,ko,1.04,1.49,,,1.04,3858884711041,HRANA
KRUH BIJELI 500G BABIĆ,90049423,BABIĆ,0.50 kg,ko,1.29,2.58,,,1.19,3858884719160,HRANA
KOKICE K PLUS HRUSTY  125g,90049858,HRUSTY,0.13 kg,ko,1.05,8.4,,,0.99,3838900976609,HRANA
VISKI J WALKER RL 0.7L,90050454,JOHNNIE WALKER,0.70 l,ko,22.49,32.13,,,22.49,5000267014203,PIĆE
JOGURT NATUR GRČKI DUKATOS 150g,90051414,DUKATOS,0.15 kg,ko,1.25,8.33,,,1.25,3850354009726,HRANA
KOBASICA GRANIČARSKA 80g NAR,90051551,GAVRILOVIĆ,0.08 kg,ko,2.95,36.88,,,2.95,3859892502522,HRANA
KEKS K PLUS FINESSE CHOCO COOKIES 150g,90051561,FINESSE,0.15 kg,ko,1.85,12.33,,,1.85,3850334231864,HRANA
DESERT LION STAN 42g NESTLE,90052082,LION,0.04 kg,ko,1.69,40.24,,,1.69,7613287757029,HRANA
SIR POLUTVRDI TRAPIST K PLUS 300g,90052151,K PLUS,0.30 kg,ko,5.99,19.95,,,5.99,3850334336712,HRANA
SIR TVRDI OLD AMSTERDAM 150g VELDHUYZEN,90052301,VELDHUYZEN,0.15 kg,ko,5.19,34.62,,,4.99,8717545623077,HRANA
GURMANSKA KOBASICA SVJEŽA 600g PIK,90053107,PIK VRBOVEC,0.60 kg,ko,5.89,9.81,,,5.39,3850139441710,HRANA
SALVETE VIOLETA 38X38 2SL BIJELE 25/1,90053686,VIOLETA,25.00 ko,ko,1.99,0.08,,,1.99,3870128001169,PROIZVODI ZA KUĆANSTVO
SIR POLUTVRDI RIBANI PIZZAMIX 200g,90055132,FRISCHPACK,0.20 kg,ko,4.09,20.45,,,4.09,4004164019485,HRANA
VRHNJE ZA ŠLAG 36%MM 200ML VINDIJA,90055241,Z BREGOV,0.20 l,ko,2.85,14.25,,,2.75,3850108033694,HRANA
BOMBONI SKITTLES FRUITS 38G,90055417,WRIGLEY,0.04 kg,ko,1.19,31.32,,,1.19,5000159376655,HRANA
BOMBONI SKITTLES CRAZY SOURS VR 38g,90055419,WRIGLEY,0.04 kg,ko,1.19,31.32,,,1.19,5000159376792,HRANA
BRUSCHETTE PIZZA 70g MARETTI,90055491,MARETTI,0.07 kg,ko,1.19,17,,,1.19,3800205871255,HRANA
ČOKOLADA MILKA OREO 100g,90055995,MILKA,0.10 kg,ko,3.09,30.9,,,3.09,7622210194046,HRANA
KRUH KUK MIJ CIJELI PAK 500g MLINAR,90056495,MLINAR,0.50 kg,ko,3.09,6.18,,,2.99,3858881122086,HRANA
KRUH POLUBIJELI 500g TKZ,90056601,TKZ,0.50 kg,ko,0.74,1.48,,,0.74,3858884928333,HRANA
MIN VODA MIVELA BLAGO GAZ 0.5 L PET,90057706,MIVELA,0.50 l,ko,1.65,3.3,,,0.5,8600599002847,PIĆE
PECIVO OBITELJSKO K PLUS 8/1 400g,90057790,K PLUS,0.40 kg,ko,2.45,6.13,,,2.49,3850334343185,HRANA
LASAGNE BOLOGNESE MINUTE 1000g,90057933,MINUTE,1.00 kg,ko,6.59,6.59,,,6.59,3850334433985,HRANA
PAŠTETA ČAJNA 100g ASSCOMMERCE,90058331,ASCOMMERCE,0.10 kg,ko,0.69,6.9,,,0.69,3858881333864,HRANA
SOL ZA PERILICU DAX 1.1kg,90058892,DAX,1.10 kg,ko,0.89,0.81,,,0.89,3850334399977,SREDSTVA ZA ČIŠĆENJE
FILET MARINI INCUNA U SU ULJU 75g,90058923,ARBASOL,0.05 kg,ko,4.19,93.11,,,4.19,3859891895069,HRANA
VISKI BALLANTINES 0.7L 		,90058947,BALLANTINES,0.70 l,ko,19.79,28.27,,,18.99,5010106113127,PIĆE
CIDER SOMERSBY JABUKA 0.5L LIM,90059055,SOMERSBY,0.50 l,ko,2.25,4.5,,,2.25,3858887584055,PIĆE
PIVO PAN LIM 0.5L 4 PACK,90059069,PAN,2.00 l,ko,6.39,3.2,,,6.39,3858887580477,PIĆE
PUDING CHOCO-LOCO 4X125g VINDIJA,90059143,FINO MI JE,0.50 kg,ko,2.49,4.98,,,1.85,3850108040500,HRANA
JOGURT BADEM PISTACIJA 150g DUKATOS,90059149,DUKATOS,0.15 kg,ko,1.25,8.33,,,1.25,3850354009764,HRANA
JOGURT JAGODA 150g DUKATOS,90059151,DUKATOS,0.15 kg,ko,1.25,8.33,,,1.25,3850354009788,HRANA
DESERT SNICKERS CLASSIC 50g,90059597,MARS,0.05 kg,ko,1.35,27,,,1.35,5900951311505,HRANA
PECIVO K PLUS LIZIKA 1/1 150g,90059790,K PLUS,0.15 kg,ko,0.69,4.6,,,0.99,3850334343604,HRANA
NEKTAR NARANČA YIPPY 0.33L PET,90060453,YIPPY,0.33 l,ko,1.75,5.3,,,1.69,9008700141949,PIĆE
NEKTAR JABUKA YIPPY 0.33L PET,90060457,YIPPY,0.33 l,ko,1.75,5.3,,,1.69,9008700141918,PIĆE
KEKS CHOCO MINIS 150g MILKA,90060897,MILKA,0.15 kg,ko,2.79,18.6,,,2.79,7622300441715,HRANA
RIŽA K PLUS DUGO ZRNO 1kg SB,90061250,K PLUS,1.00 kg,ko,1.99,1.99,,,1.99,3850334426352,HRANA
RIŽA K PLUS PARBOILED 1kg SB,90061276,K PLUS,1.00 kg,ko,2.39,2.39,,,2.39,3850334340160,HRANA
PIVO HEINEKEN 0.4L POV BOCA,90062189,HEINEKEN,0.40 l,ko,1.59,3.98,,,1.55,5998818171249,PIĆE
MORTADELA S MASLINAMA NAR 150g MA,90062455,PIK VRBOVEC,0.15 kg,ko,3.49,23.27,,,3.49,3850139171099,HRANA
KREKER TUC ORIGINAL SLANI 100g,90063038,TUC,0.10 kg,ko,1.45,14.5,,,1.45,5410041435702,HRANA
KREKER TUC BACON 100g,90063063,TUC,0.10 kg,ko,1.45,14.5,,,1.45,7622300570293,HRANA
DESERT KINDER CHOCO FRESH T5,90063250,FERRERO,0.11 kg,ko,3.69,35.14,,,3.39,8000500309469,HRANA
DESERT TWIX 50g,90063465,MARS,0.05 kg,ko,1.35,27,,,1.35,5900951313592,HRANA
TAMPONI TAMPAX COMPAK SUPER 16/1,90063484,TAMPAX,16.00 ko,ko,4.59,0.29,,,4.59,4015400219743,TOALETNE POTREPŠTINE
GOUDA SANDWICH 120g REZ DUKAT,90063605,PRESIDENT,0.12 kg,ko,3.49,29.08,,,3.49,3850355007103,HRANA
NEGAZ PIĆE YIPPY ŠUM VOĆE 0.33L,90063830,YIPPY,0.33 l,ko,1.75,5.3,,,1.69,9008700173582,PIĆE
MARAMICE VL K PLUS DAX UNIVER 80/1,90064087,DAX,80.00 ko,ko,2.25,0.03,,,2.25,3850334520067,SREDSTVA ZA ČIŠĆENJE
ULJE SPR AMBRE SOL F30 150ml,90064123,GARNIER AMBRE SOLAIR,0.15 l,ko,24.99,166.6,,,24.99,3600542452465,KOZMETIKA
KRUPICA PŠENIČNA GRIS K PLUS 1kg,90064212,K PLUS,1.00 kg,ko,0.99,0.99,,,1.1,3850334340559,HRANA
DRESSING BALSAMICO 75ML DEVELEY,90064398,DEVELEY,0.08 l,ko,0.95,12.67,,,0.95,4006824018067,HRANA
ŠUNKA DELIKATES NAR 150g,90064794,PIK VRBOVEC,0.15 kg,ko,3.69,24.6,,,3.69,3850139171723,HRANA
VJEŠALICA 420G RAWSTILJ PAN,90066794,RAW ŠTILJ,0.42 kg,ko,6.59,15.68,,,6.59,3850334325808,HRANA
NEGAZ PIĆE CAPPY PULPY NAR 1L,90068284,CAPPY PULPY,1.00 l,ko,3.19,3.19,,,3.19,5449000333421,PIĆE
NEGAZ PIĆE CAPPY PULPY NAR 0.33L,90068305,CAPPY PULPY,0.33 l,ko,2.15,6.45,,,2.15,54027596,PIĆE
ZP COLGATE TRIPLE ACTION 125ML,90068534,COLGATE,0.13 l,ko,2.95,23.6,,,2.79,7891024128831,KOZMETIKA
PAH LINO PILLOWS TAMNI PODR VR 500g,90069525,LINO,0.50 kg,ko,6.19,12.38,,,6.19,3850104263538,HRANA
ŽV GUMA ORBIT BUBBLEMINT 14g,90069669,WRIGLEY,0.01 kg,ko,1.25,89.29,,,1.25,42247371,HRANA
RUČNIK PAP PALOMA MEGA 3SL 2/1,90069679,PALOMA,2.00 ko,ko,4.19,2.1,,,4.19,3838952018814,PROIZVODI ZA KUĆANSTVO
MINI MOZZARELLA K PLUS 125g,90070153,K PLUS,0.13 kg,ko,1.99,15.92,,,1.85,3850334387974,HRANA
SIR POLUTVRDI MASDAM K PLUS 300g FRI,90070216,K PLUS,0.30 kg,ko,4.99,16.63,,,4.99,3850334351470,HRANA
ČIPS K PLUS HRUSTY BBQ XCUT 150g,90070296,HRUSTY,0.15 kg,ko,1.59,10.6,,,1.59,3850334009852,HRANA
SIR TVRDI GRANA PADANO K PLUS 200g,90070710,K PLUS,0.20 kg,ko,6.19,30.95,,,5.89,3850334350756,HRANA
VREĆICA ZIP 10/1 F&P,90071403,FRESH&PACK,10.00 ko,ko,1.65,0.17,,,1.65,3850334009722,PROIZVODI ZA KUĆANSTVO
PUREĆA PRSA 750g AIA,90071436,AIA,0.75 kg,ko,9.29,12.39,,,9.29,8008110003067,HRANA
ČOK DORINA LJEŠNJAK 80g,90071695,DORINA,0.08 kg,ko,2.35,29.38,,,2.35,3850102501526,HRANA
MIN VODA ROMERQUELLE 0.5L GAZ PET,90071741,ROMERQUELLE,0.50 l,ko,1.19,2.38,,,1.19,90311185,PIĆE
PUREĆI FILE ODRESCI 450g AIA,90071899,AIA,0.45 kg,ko,6.79,15.07,,,6.49,8008110001353,HRANA
FILET LOSOSA PAK KONZUM,90072325,,1.00 kg,kg,26.99,26.99,,,24.49,,HRANA
VL MAR VIOLETA SENS BADEM 56/1,90072532,VIOLETA,55.99 ko,ko,2.25,0.04,,,2.25,3870128006690,TOALETNE POTREPŠTINE
TIJESTO K PLUS SPIRALI PREM INT 500g,90072957,K PLUS,0.50 kg,ko,1.65,3.3,,,1.65,3850334363435,HRANA
SIR TVRDI GRANA PAD RIB K PLUS 100g,90074487,K PLUS,0.10 kg,ko,3.49,34.9,,,3.19,3850334353993,HRANA
VODICA MICELARNA GARNIER 400ML,90075474,GARNIER,0.40 l,ko,8.69,21.73,,,8.69,3600541382619,KOZMETIKA
ŠTAPIĆI SLANI SALTAS 220g,90076227,SALTAS,0.22 kg,ko,2.25,10.23,,,1.59,3856014112850,HRANA
ŠTAPIĆI SLANI SALTAS 45g,90076231,SALTAS,0.05 kg,ko,0.69,15.33,,,0.49,3856014112881,HRANA
PECIVO S BUČINIM KOŠTICAMA 120g KLAR,90076716,KLARA,0.12 kg,ko,1.19,9.92,,,1.19,3858881322158,HRANA
ODRESCI PILEĆEG FILE OD PRSA 400g,90077062,CEKIN,0.40 kg,ko,6.29,15.73,,,6.29,3850159113383,HRANA
ŠAMPON PALM 2U1 ALL HAIR 350ml,90077204,PALMOLIVE,0.35 l,ko,4.89,13.97,,,4.89,8718951577008,KOZMETIKA
SARDINA BILJ ULJE ADRIA MARE 73.5G,90077668,ADRIA MARE,0.07 kg,ko,1.09,14.83,,,1.09,3850334019448,HRANA
RUČNIK VIOLETA CHEESE-LEMON XXL 2/1 2SL,90078487,VIOLETA,2.00 ko,ko,3.29,1.65,,,3.29,3859892288624,PROIZVODI ZA KUĆANSTVO
