NAZIV,ŠIFRA,NETO_KOLIÈINA,JEDINICA_MJERE,MARKA,MALOPRODAJNA_CIJENA,MPC_ZA_VRIJEME_POSEBNOG_OBLIKA_PRODAJE,NAJNIZA_CIJENA_U_POSLJ._30_DANA,CIJENA_ZA_JEDINICU_MJERE,BARKOD,KATEGORIJA_PROIZVODA,Sidrena_cijena_na_02.05.2025
"Alkalna baterija 1,5V AA",0003332,0.19,8komad,Aerocell,1.99,,,0.25,4056489238294,Proizvodi za kuæanstvo,"1,99"
Kakao krem namaz s lješnjacima,0003387,0.75,750g,Mister Choc,3.69,,,4.92,20016388,Hrana,"3,69"
"Lino Èokolino, 1kg",0003402,1,1kg,,8.99,,,8.99,3850104017537,Hrana,"8,99"
Podravka Koncentrat rajèice 2x,0003453,0.19,190g,,2.19,,,11.53,3850104053221,Hrana,"2,19"
Voæni nektar marelica,0003528,1.267,"6x0,2l",Solevita,2.29,,,1.91,20051341,Piæe,"2,29"
Grah trešnjevac 12/1,0003600,1,ca. 1kg,,1.99,,,1.99,3859893124693,Hrana,"1,99"
Grah trešnjevac 12/1,0003600,1,ca. 1kg,,1.99,,,1.99,3859893512995,Hrana,"1,99"
Palette Int. Color Creme boja SK4,0003664,0.11,1komad,Henkel,4.25,,,4.25,3838824159539,Kozmetika,"5,25"
Palette Int. Color Creme boja SK4,0003664,0.11,1komad,Henkel,4.25,,,4.25,3838824159652,Kozmetika,"5,25"
Palette Int. Color Creme boja SK4,0003664,0.11,1komad,Henkel,4.25,,,4.25,3838824184203,Kozmetika,"5,25"
"Kakao krema s okusom lješ., SK2",0003690,0.4,400g,Mister Choc,1.99,,,4.98,4056489237754,Hrana,"1,99"
Topljeni sir listiæi,0003830,0.3,300g,Milbona,2.25,,,7.5,20008734,Hrana,2.25
Tvrdi bomboni u limenci SK7,0003929,0.2,200g,Sweet Corner,1.79,,,8.95,20006044,Hrana,"1,59"
Tvrdi bomboni u limenci SK7,0003929,0.2,200g,Sweet Corner,1.79,,,8.95,20078706,Hrana,"1,59"
Tvrdi bomboni u limenci SK7,0003929,0.2,200g,Sweet Corner,1.79,,,8.95,20384197,Hrana,"1,59"
Pro Vitamin balzam za kosu SK9,0003947,0.299,300ml,Cien,1.49,,,4.97,20189082,Kozmetika,"1,49"
Pro Vitamin balzam za kosu SK9,0003947,0.299,300ml,Cien,1.49,,,4.97,20918811,Kozmetika,"1,49"
"Trajno mlijeko 1,5%",0003979,1.034,1l,Pilos,0.95,,,0.95,20078171,Hrana,"0,95"
"Integralni toast, 500g",0003991,0.5,500g,Tastino,0.99,,,1.98,20051426,Hrana,"1,39"
Raid Tekuæe punjenje za el.ap.,0004452,0.043,21ml,,5.99,,,5.99,5000204815887,Proizvodi za kuæanstvo,"5,99"
Old Spice Deo stick,0004454,0.056,50ml,,3.85,,,77,4015600858735,Kozmetika,"3,85"
Bebimil Hrana za dojenèad 1,0004473,0.6,600g,,11.15,,,18.58,9007253102575,Hrana,"11,25"
Bebimil Hrana za dojenèad 1,0004473,0.6,600g,,11.15,,,18.58,9007253104876,Hrana,"11,25"
Bebimil Hrana za dojenèad 2,0004474,0.6,600g,,11.25,,,18.75,9007253102766,Hrana,"11,25"
"Coca Cola, 1l",0004501,1.04,1l,,1.59,,,1.59,5449000054227,Piæe,"1,48"
Johnson's Baby Ulje/Losion sort. ,0004627,0.5,500ml,,6.19,,,12.38,3574660058857,Kozmetika,"6,19"
KITKATICON Pouch Santa RAMB,0004723,0.66,66g,,2.05,,,31.06,8000300401479,Piæe,Nije_bilo_u_prodaji_02.05.2025
Mileram 22% m.m.,0004807,0.9,900g,Pilos,2.89,,,3.21,20539061,Hrana,"2,89"
Pelinkovac 31% vol.,0004836,1.01,1l,Alliance,7.89,,,7.89,4304493259300,Piæe,"7,89"
"Mallow Cocktail, 300g",0004840,0.3,300g,Sweet Corner,1.99,,,6.63,4056489213949,Hrana,"1,99"
Gillette Mach 3 Start britvice,0004841,0.014,4komad ,,11.15,,,2.79,7702018499939,Kozmetika,"11,15"
Leæa SK1,0004964,0.5,500g,Campo Largo,1.49,,,2.98,20214432,Hrana,"1,29"
Leæa SK1,0004964,0.5,500g,Campo Largo,1.49,,,2.98,20256296,Hrana,"1,29"
Carski sir komad,0004986,0.25,250g,Pilos,,1.85,2.59,7.4,20267773,Hrana,"2,59"
Argeta Riblja pašteta SK1,0005139,0.095,95g,,1.99,,,20.95,3838975567061,Hrana,"1,99"
"Pureæa prsa, narezana",0005525,0.1,100g,Pikok,1.39,,,13.9,20274290,Hrana,"1,29"
"Pureæa prsa, narezana",0005525,0.1,100g,Pikok,1.39,,,13.9,20950170,Hrana,"1,29"
"Instant napitak 3u1, 10x18g",0005543,0.18,180g,Bellarom,1.33,,,7.39,20117726,Piæe,"1,33"
"Svježi pileæi želuci, 500g",0005594,0.5,500g,,1.59,,,3.18,3859890764144,Hrana,"1,49"
Svježa pileæa jetra i srca,0005595,0.5,500g,Naša mesnica,1.59,,,3.18,3857500012210,Hrana,"1,59"
Svježi pileæi filet,0005607,1,ca. 500g,Naša mesnica,7.39,,,7.39,2891925000000,Hrana,"7,39"
Axe gel za tuširanje sort.,0005639,0.257,250ml,,2.49,,,9.96,42182740,Kozmetika,"2,99"
Tic Tac SK5,0005761,0.018,18g,,0.79,,,0.79,80052333,Hrana,"0,79"
Tic Tac SK5,0005761,0.018,18g,,0.79,,,0.79,80756422,Hrana,"0,79"
Tic Tac SK5,0005761,0.018,18g,,0.79,,,0.79,80789031,Hrana,"0,79"
"Napolitanke SK3, UTZ",0005796,0.8,800g,Sondey,2.49,,,3.11,20434373,Hrana,"2,69"
Svinjsko mljeveno meso,0005811,0.45,450g,Naša mesnica,1.83,,,4.07,20446109,Hrana,"1,83"
Èajna/ srijemska kobasica SK2,0005827,0.3,300g,Pikok,4.5,,,15,20448202,Hrana,"4,5"
Sensodyne Pasta za zube SK2,0005894,0.075,75ml,,5.95,,,79.33,3800132250611,Kozmetika,"3,95"
Schauma šampon sort.,0005896,0.52,400ml,,3.17,,,7.93,3838824086750,Kozmetika,"3,17"
Schauma šampon sort.,0005896,0.52,400ml,,3.17,,,7.93,4015000911061,Kozmetika,"3,17"
Schauma šampon sort.,0005896,0.52,400ml,,3.17,,,7.93,4015001005431,Kozmetika,"3,17"
Schauma šampon sort.,0005896,0.52,400ml,,3.17,,,7.93,4015100216592,Kozmetika,"3,17"
"Barcaffe mljevena kava, 175g",0005915,0.175,175g,,4.19,,,23.94,3838471022699,Piæe,"4,29"
"Barcaffe mljevena kava, 175g",0005915,0.175,175g,,4.19,,,23.94,3838975531314,Piæe,"4,29"
Nivea Dezodorans roler SK1,0005958,0.052,50ml,,3.95,,,79,4005900036070,Kozmetika,"3,95"
Raid El. aparat +tablete,0006227,0.061,1komad,,10.99,,,10.99,8002030140666,Proizvodi za kuæanstvo,"10,99"
Raid Spirale ,0006228,0.148,1komad,,2.99,,,0.3,3092830003648,Proizvodi za kuæanstvo,"2,99"
Raid Sprej protiv svih insekata,0006229,0.406,400ml,,7.39,,,18.48,5000204642025,Proizvodi za kuæanstvo,"7,39"
Raid Sprej protiv mravi i žohara,0006231,0.315,300ml,,5.59,,,18.63,5000204342406,Proizvodi za kuæanstvo,"5,59"
Raid Sprej protiv mravi i žohara,0006231,0.315,300ml,,5.59,,,18.63,8002030142875,Proizvodi za kuæanstvo,"5,59"
Kruškovac 25% vol.,0006304,1.08,1l,Alliance,7.89,,,7.89,4304493256392,Piæe,"7,89"
Ritter Sport SK17,0006343,0.1,100g,Ritter,2.39,,,23.9,4000417021007,Hrana,"1,79"
Ritter Sport SK17,0006343,0.1,100g,Ritter,2.39,,,23.9,4000417210005,Hrana,"1,79"
Ritter Sport SK17,0006343,0.1,100g,Ritter,2.39,,,23.9,4000417222008,Hrana,"1,79"
Ritter Sport SK17,0006343,0.1,100g,Ritter,2.39,,,23.9,4000417226006,Hrana,"1,79"
Ritter Sport SK17,0006343,0.1,100g,Ritter,2.39,,,23.9,4000417237002,Hrana,"1,79"
Ritter Sport SK17,0006343,0.1,100g,Ritter,2.39,,,23.9,4000417269003,Hrana,"1,79"
Ritter Sport SK17,0006343,0.1,100g,Ritter,2.39,,,23.9,4000417307002,Hrana,"1,79"
Pikant salama narezak,0006388,0.1,100g,Pikok,,0.89,1.29,8.9,20491826,Hrana,"1,29"
Šunka narezak,0006391,0.1,100g,Pikok,1.09,,,10.9,20779849,Hrana,"0,99"
"Svježa pileæa leða, cca. 750g",0006457,1,ca. 750g,Naša mesnica,1.69,,,1.69,2852030000000,Hrana,"1,69"
"Svježa pileæa leða, cca. 750g",0006457,1,ca. 750g,Naša mesnica,1.69,,,1.69,2891131000000,Hrana,"1,69"
"Svježa pileæa leða, cca. 750g",0006457,1,ca. 750g,Naša mesnica,1.69,,,1.69,2891139000000,Hrana,"1,69"
Danone Actimel BA 4x100g,0006461,0.4,4x100g,Danone,1.59,,,3.98,5997536134314,Hrana,"1,59"
Danone Actimel BA 4x100g,0006461,0.4,4x100g,Danone,1.59,,,3.98,5997536304618,Hrana,"1,59"
"Svježa pileæa prsa, bk sk, cca 500g",0006488,1,ca. 500g,Naša mesnica,5.99,,,5.99,2852050000000,Hrana,"5,89"
"Svježa pileæa prsa, bk sk, cca 500g",0006488,1,ca. 500g,Naša mesnica,5.99,,,5.99,2852056000000,Hrana,"5,89"
"Svježa pileæa prsa, bk sk, cca 500g",0006488,1,ca. 500g,Naša mesnica,5.99,,,5.99,2852058000000,Hrana,"5,89"
"Svježa pileæa prsa, bk sk, cca 500g",0006488,1,ca. 500g,Naša mesnica,5.99,,,5.99,2891141000000,Hrana,"5,89"
"Svježa pileæa prsa, bk sk, cca 500g",0006488,1,ca. 500g,Naša mesnica,5.99,,,5.99,2891142000000,Hrana,"5,89"
Svježi pileæi batak,0006489,1,ca. 500g,Naša mesnica,4.09,,,4.09,2852011000000,Hrana,"4,09"
Svježi pileæi batak,0006489,1,ca. 500g,Naša mesnica,4.09,,,4.09,2852015000000,Hrana,"4,09"
Svježi pileæi batak,0006489,1,ca. 500g,Naša mesnica,4.09,,,4.09,2891960000000,Hrana,"4,09"
Èvarci,0006586,0.25,250g,Okusi zavièaja,4.99,,,19.96,20492571,Hrana,"4,99"
"Svježi pileæi zabatak, cca. 500g",0006675,1,ca. 500g,Naša mesnica,4.09,,,4.09,2891973000000,Hrana,"4,09"
Violeta Jumbo ubrusi Lemon 2-sl.,0006690,0.424,2x100Blatt,,2.65,,,1.33,3859892288624,Toaletne potrepštine,"2,39"
"Pileæi mix za juhu, cca. 500g",0006735,1,ca. 500g,Naša mesnica,2.99,,,2.99,2891125000000,Hrana,"2,69"
Air Wick Fresh Matic Refill SK2,0008404,0.17,250ml,,6.69,,,26.76,5999109542069,Sredstva za èišæenje,"6,69"
"Svježe pile, cca. 1,5kg",0008692,1,"ca. 1,5kg",Naša mesnica,,2.69,3.09,2.69,2102710000000,Hrana,"3,09"
"Svježe pile, cca. 1,5kg",0008692,1,"ca. 1,5kg",Naša mesnica,,2.69,3.09,2.69,2103290000000,Hrana,"3,09"
Nivea Sun Dj. sprej za sunèa. ZF 30,0008717,0.2,200ml,,16.99,,,84.95,5025970023694,Kozmetika,"16,99"
"Pinot crni, kvalitetno crno vino",0008925,0.745,"0,75l",Winemakers of Croatia,5.49,,,7.32,20395919,Piæe,"5,49"
"Cockta Original, 0,5l",0008932,0.5,"0,5l",,1.25,,,2.5,3838600027977,Piæe,"1,22"
"Inæuni u maslinovom ulju, ATG: 43g",0008962,0.08,80g,Nixe,2.29,,,53.26,20040130,Hrana,"2,29"
BO Hamby pecivo sa sezamom SUS,0009031,0.07,70g,,0.25,,,3.57,3859888751224,Hrana,"0,29"
"Barilla Spaghetti, 500g",0009186,0.5,500g,Barilla,1.09,,,2.18,8076800195057,Hrana,"1,09"
Lampion SK7,0009364,0.29,290g,-,1.99,,,1.99,4056489316947,Proizvodi za kuæanstvo,"1,99"
Biljni liker 35% Vol.,0009816,0.195,"4x0,02l",Jagdstolz,1.49,,,1.86,20145170,Piæe,"1,49"
Gel za kosu za muškarce SK13,0009855,0.15,"150ml,200ml",Cien,1.79,,,11.93,20187279,Kozmetika,"1,79"
Gel za kosu za muškarce SK13,0009855,0.15,"150ml,200ml",Cien,1.79,,,8.95,20187286,Kozmetika,"1,79"
Gel za kosu za muškarce SK13,0009855,0.15,"150ml,200ml",Cien,1.79,,,11.93,20551636,Kozmetika,"1,79"
Gel za kosu za muškarce SK13,0009855,0.15,"150ml,200ml",Cien,1.79,,,8.95,20551643,Kozmetika,"1,79"
Gel za kosu za muškarce SK13,0009855,0.15,"150ml,200ml",Cien,1.79,,,8.95,4056489232384,Kozmetika,"1,79"
Gel za kosu za muškarce SK13,0009855,0.15,"150ml,200ml",Cien,1.79,,,8.95,4335619070035,Kozmetika,"1,79"
Bjelilo za kavu,0009856,0.2,200g,Bellarom,1.25,,,6.25,4335619142541,Hrana,"1,25"
Testartikel Kasse HR XY,0009990,1,"1,5l",-,16,,,10.67,3851234567886,Hrana,0.16
3_TEST GOGA_2301 test,0009999,0.156,1,TEST EURO_2301,0.55,,,0.55,97000863,Hrana,"0,84"
3_TEST GOGA_2301 test,0009999,0.156,1,TEST EURO_2301,0.55,,,0.02,97000863,Hrana,"0,84"
3_TEST GOGA_2301 test,0009999,0.156,1,TEST EURO_2301,0.55,,,0.28,97000865,Hrana,"0,84"
"Alpska šunka u komadu, cca. 600g",0010237,1,ca. 600g,Alpenfest,12.69,,,12.69,2810236000000,Hrana,"12,69"
Svježi njoki,0010371,0.5,500g,Chef Select,1.09,,,2.18,4056489041917,Hrana,1.09
"Mesnata slanina, dimljena",0010913,0.25,2x125g,Dulano,3.19,,,12.76,4056489115526,Hrana,"3,19"
Pommes Noisettes,0011165,1,1kg,Duc de Coeur,2.49,,,2.49,20000066,Hrana,"2,49"
Kim,0012054,0.05,50g,Kania,0.99,,,19.8,20074630,Hrana,"0,99"
Zaèinska sol za piletinu,0012056,0.07,70g,Kania,0.88,,,12.57,20000356,Hrana,"1,09"
Kelj pupèar,0012119,0.75,750g,Freshona,2.29,,,3.05,20108922,Hrana,"2,19"
"Borovnica, smrznuto",0012133,0.5,500g,Freshona,2.59,,,5.18,20130602,Hrana,"2,59"
Jogurt 5% SK 4,0012211,1,1kg,Pilos,2.99,,,2.99,4056489110149,Hrana,Nije_bilo_u_prodaji_02.05.2025
Medenjak sa èokoladnim dnom,0012747,0.2,200g,Favorina,1.79,,,8.95,20036188,Hrana,"2,29"
Prženi luk,0012893,0.15,150g,Kania,1.65,,,11,20173074,Hrana,"1,65"
Pekan orah,0012970,0.2,200g,Alesto Selection,3.95,,,19.75,20202408,Hrana,"3,95"
Pekan orah,0012970,0.2,200g,Alesto Selection,3.95,,,19.75,4056489682677,Hrana,"3,95"
Èokolada za kuhanje SK1,0019139,0.2,200g,Belbake,3.49,,,17.45,20158767,Hrana,"3,29"
Èokolada za kuhanje SK1,0019139,0.2,200g,Belbake,3.49,,,17.45,20158774,Hrana,"3,29"
Filter za kavu No.4,0019145,0.167,100komad,Bellarom,1.29,,,0.01,20007539,Toaletne potrepštine,"1,29"
Filter za kavu No.4,0019145,0.167,100komad,Bellarom,1.29,,,0.01,4056489149934,Toaletne potrepštine,"1,29"
Müsli ploèica SK66,0019902,0.2,200g,Crownfield,1.79,,,8.95,20104238,Hrana,"1,56"
"Èokoladne praline s krispom, SK1",0019920,0.2,200g,Favorina,1.89,,,9.45,20084301,Hrana,"1,99"
Minis Caramel,0021249,0.35,350g,Mister Choc,3.69,,,10.54,4056489231684,Hrana,"3,59"
Baguette pecivo SK15,0021282,0.3,300g,Tastino,0.99,,,3.3,4056489124160,Hrana,"0,99"
Sladoled štapiæ èok.-vanilija,0021909,0.504,6x120ml,Gelatelli,5.59,,,7.76,20134105,Hrana,"4,99"
Umaci za tjesteninu SK8,0022470,0.34,340g,Italiamo,2.19,,,6.44,20496517,Hrana,"2,19"
Krutoni SK1,0022485,0.1,100g,Kania,1.39,,,13.9,20171094,Hrana,"1,39"
"Sendviè keksi Choco Duo, UTZ",0022652,0.5,500g,Sondey,2.29,,,4.58,20211141,Hrana,"2,29"
Kikiriki u tijestu SK9,0022808,0.2,200g,Alesto,1.59,,,7.95,20215743,Hrana,"1,59"
Baguettes-francuz SK5,0022918,0.35,2x175g,Chef Select,2.99,,,8.54,20008246,Hrana,"2,79"
Mesni naresci SK2,0024325,0.1,100g,Alpenfest,1.89,,,18.9,4056489115434,Hrana,"1,89"
Kolaè s ribanim tijestom SK10,0024334,0.4,400g,Alpenfest,2.59,,,6.48,20268633,Hrana,"2,49"
Kremasti sapun SK1,0024736,0.3,2x150g,Cien,1.39,,,4.63,4056489997603,Kozmetika,Nije_bilo_u_prodaji_02.05.2025
Svježi kozji sir,0025707,0.2,200g,Duc de Coeur,3.19,,,15.95,20024918,Hrana,"2,99"
Meki sir s plavom plijesni,0025914,0.25,250g,Duc de Coeur,3.39,,,13.56,20024796,Hrana,"3,39"
Piškote,0026237,0.4,400g,Sondey,1.75,,,4.38,20034153,Hrana,"1,75"
Èetkice za zube Classic Care SK5,0027020,0.051,4komad,Dentalux,0.89,,,0.22,20060046,Kozmetika,"0,89"
"Trajno mlijeko bez lakt. 1,5% m.m.",0027036,1.033,1l,Milbona,1.39,,,1.39,4056489928942,Hrana,"1,39"
Špageti od durum pšenice,0027325,1,1kg,Italiamo,1.39,,,1.39,20063757,Hrana,"1,49"
Zaèini,0028001,0.014,"12,5g,15g",Kania,1.85,,,1.85,20226565,Hrana,"1,85"
Spumante Bianco Dolce,0028102,0.75,"0,75l",Allini,2.99,,,3.99,4056489833680,Piæe,"2,65"
Teddy's Hit grickalice,0028354,0.125,125g,Snack Day,1.59,,,12.72,20005597,Hrana,"1,79"
Kiseli kupus u vinu,0028379,0.81,850ml,Alpenfest,1.49,,,1.75,20004415,Hrana,"1,49"
Tamna èok. 60%,0028824,0.125,125g,J.D. Gross,2.99,,,23.92,20000233,Hrana,"2,99"
Gel za brijanje ,0028839,0.2,200ml,Cien MEN,2.09,,,10.45,20232269,Kozmetika,"2,09"
Gel za brijanje ,0028839,0.2,200ml,Cien MEN,2.09,,,10.45,4056489323044,Kozmetika,"2,09"
Gel za brijanje ,0028839,0.2,200ml,Cien MEN,2.09,,,10.45,4056489431091,Kozmetika,"2,09"
Flaster SK7,0028901,0.023,"20komad,40komad",Sensiplast,0.89,,,0.02,20084936,Toaletne potrepštine,"0,89"
Flaster SK7,0028901,0.023,"20komad,40komad",Sensiplast,0.89,,,0.04,20084967,Toaletne potrepštine,"0,89"
Flaster SK7,0028901,0.023,"20komad,40komad",Sensiplast,0.89,,,0.02,20084967,Toaletne potrepštine,"0,89"
Flaster SK7,0028901,0.023,"20komad,40komad",Sensiplast,0.89,,,0.02,4042441018431,Toaletne potrepštine,"0,89"
Flaster SK7,0028901,0.023,"20komad,40komad",Sensiplast,0.89,,,0.04,40895345,Toaletne potrepštine,"0,89"
Flaster SK7,0028901,0.023,"20komad,40komad",Sensiplast,0.89,,,0.02,40895345,Toaletne potrepštine,"0,89"
"Slanutak u slanoj vodi, OM 240g",0028948,0.4,425ml,Freshona,0.59,,,2.46,4335619378452,Hrana,"0,69"
Tal. sjeckana rajèica sa zaè. SK1,0029238,0.4,425ml,Baresa,1.19,,,2.98,20198091,Hrana,"1,19"
Uniferm Svježi kvasac,0029328,0.042,42g,,0.35,,,0.35,41017739,Hrana,"0,29"
"Makadamijski orašèiæ, slan i peèen",0029505,0.125,125g,Alesto,2.99,,,23.92,20118761,Hrana,"2,99"
"Trajno mlijeko 2,8% m.m.",0030860,1,1l,Pilos,0.82,,,0.82,20898960,Hrana,"0,79"
Èokoladni listiæi SK4,0030861,0.125,125g,Mister Choc,2.99,,,23.92,20419196,Hrana,"2,99"
Desertni specijaliteti SK19,0030937,0.155,"2x75g,2x80g",MCENNEDY,1.69,,,9.94,20809584,Hrana,"1,69"
Lasagne SK32,0032112,0.4,400g,Chef Select,2.79,,,6.98,4056489865599,Hrana,"2,79"
"Dimljeni losos, škotski",0032117,0.32,320g,Deluxe,10.15,,,31.72,20240790,Hrana,"9,99"
Snack kobasica Tirolska SK8,0032325,0.15,150g,Alpenfest,1.99,,,13.27,4056489115472,Hrana,"1,99"
Superieur èok. štapiæi SK14,0032577,0.2,200g,J.D. Gross,4.69,,,23.45,20099787,Hrana,"4,69"
JAR Chardonnay/Colombard (EUA),0034517,0.744,"0,75l",Cimarosa,1.33,,,1.77,4304493261570,Piæe,"1,33"
"Tortilla èips SK1, SK5, SK6",0034632,0.15,150g,Snack Day,1.19,,,7.93,20236946,Hrana,"1,19"
Yogurt SK4,0036211,0.15,150g,MCENNEDY,0.99,,,6.6,20252809,Hrana,"0,89"
Yogurt SK4,0036211,0.15,150g,MCENNEDY,0.99,,,6.6,20252816,Hrana,"0,89"
Lisnato tijesto light ,0037527,0.275,275g,Chef Select & You,1.19,,,4.33,20233747,Hrana,Nije_bilo_u_prodaji_02.05.2025
Èips s okusom sira i luka,0038408,0.15,150g,Snack Day,1.15,,,7.67,20094713,Hrana,"1,15"
Èips s okusom sira i luka,0038408,0.15,150g,Snack Day,1.15,,,7.67,4056489487524,Hrana,"1,15"
Èips SK30,0038411,0.175,175g,Snack Day,2.49,,,14.23,20770990,Hrana,"1,59"
Èips SK30,0038411,0.175,175g,Snack Day,2.49,,,14.23,4056489238799,Hrana,"1,59"
"Prutiæi za maèke SK4, 50g",0038491,0.05,50g,Coshida,1.39,,,27.8,20166861,Proizvodi za kuæanstvo,"1,39"
"Prutiæi za maèke SK4, 50g",0038491,0.05,50g,Coshida,1.39,,,27.8,20166922,Proizvodi za kuæanstvo,"1,39"
Božiæne figure od èokolad. SK7,0038527,0.1,100g,Favorina,1.89,,,18.9,4056489704379,Hrana,"1,59"
Pasta za zube SK4,0038752,0.155,125ml,Dentalux,1.05,,,8.4,4056489708384,Kozmetika,"1,05"
Pasta za zube SK4,0038752,0.155,125ml,Dentalux,1.05,,,8.4,4056489751564,Kozmetika,"1,05"
Pasta za zube SK4,0038752,0.155,125ml,Dentalux,1.05,,,8.4,4056489826125,Kozmetika,"1,05"
Pasta za zube SK4,0038752,0.154,125ml,Dentalux,1.05,,,8.4,20006891,Kozmetika,"1,05"
Pasta za zube SK4,0038752,0.154,125ml,Dentalux,1.05,,,8.4,4056489826125,Kozmetika,"1,05"
"Tamponi, razne vrste 56-80 kom. SK8",0038769,0.178,"56komad,64komad,80komad",Siempre,3.69,,,0.05,4056489849018,Toaletne potrepštine,"3,69"
Smoothie 250ml SK13,0038798,0.265,250ml,Solevita,1.49,,,5.96,4304493262737,Hrana,"1,49"
Hrana za pse SK13,0038821,0.3,300g,Orlando,0.79,,,2.63,4056489576686,Proizvodi za kuæanstvo,0.79
Balsamico umak SK5,0039128,0.316,250ml,Italiamo,1.39,,,5.56,4056489035268,Hrana,"1,39"
Pijesak za maèke,0039172,10,10kg,Coshida,3.75,,,0.38,20014056,Proizvodi za kuæanstvo,"3,75"
Pijesak za maèke,0039172,10,10kg,Coshida,3.75,,,0.38,4056489142164,Proizvodi za kuæanstvo,"3,75"
Mješavina keksa SK3,0039284,0.45,"400g,500g",Sondey,3.49,,,6.98,20005429,Hrana,Nije_bilo_u_prodaji_02.05.2025
Suha hrana za maèke 2 kg SK17,0039750,2,2kg,Coshida,3.45,,,1.73,20858261,Proizvodi za kuæanstvo,"3,45"
Asia umaci SK6,0040086,0.281,250ml,Vitasia,1.19,,,4.76,20196103,Hrana,"1,49"
Goldbrand 30% vol.,0040094,0.673,"0,7l",Alliance,5.39,,,7.7,4304493257320,Piæe,"5,39"
Kornet jagoda-vanilija (76g),0044152,0.077,120ml,Gelatelli,0.69,,,5.75,20332921,Hrana,"0,69"
Bosiljak,0045072,0.014,14g,Kania,0.92,,,0.92,20249885,Hrana,"0,92"
Origano usitnjeni,0045073,0.012,12g,Kania,0.99,,,0.99,20249878,Hrana,"0,99"
Twist s maslacem SK2,0045986,0.125,125g,Duc de Coeur,1.39,,,11.12,4056489257844,Hrana,"1,39"
Krem namaz SK7,0047428,0.2,200g,Mister Choc,1.79,,,8.95,20438982,Hrana,"2,29"
Grèki feta sir,0048087,0.2,200g,Milbona,3.29,,,16.45,20262969,Hrana,"3,29"
Kocke za potpalu,0048253,0.2,1komad,-,0.89,,,0.89,4056489262589,Proizvodi za kuæanstvo,"0,89"
Brioche pletenica,0049702,0.6,600g,Duc de Coeur,3.19,,,5.32,20501006,Hrana,"3,79"
Šumeæe tablete kalcij,0051522,0.09,90g,Optisana,1.15,,,12.78,20289126,Hrana,"1,15"
Riža na mlijeku SK4,0051988,0.2,200g,Pilos,0.79,,,3.95,20552046,Hrana,"0,79"
"Smrznuto povræe, SK7",0054707,0.45,450g,Freshona,1.25,,,2.78,20385965,Hrana,"1,79"
"Smrznuto povræe, SK7",0054707,0.45,450g,Freshona,1.25,,,2.78,4056489431572,Hrana,"1,79"
Premium sladoled u kornetu SK6,0054730,0.456,6x120ml,Gelatelli,4.29,,,5.96,20459710,Hrana,"3,99"
Secco Rosato,0054772,0.2,"0,2l",Allini,1.19,,,5.95,4335619259645,Piæe,"0,99"
Set za èišæenje prašine,0055532,0.051,1komad,W5,1.19,,,1.19,4056489745433,Proizvodi za kuæanstvo,"1,49"
Dvopek,0058560,0.6,600g,Certossa,1.99,,,3.32,20015848,Hrana,1.99
Integralni dvopek,0058561,0.6,600g,Certossa,1.99,,,3.32,20015855,Hrana,1.99
Ledena kava SK6,0058658,0.261,250ml,Milbona,1.19,,,4.76,20310134,Hrana,"1,09"
Ledena kava SK6,0058658,0.261,250ml,Milbona,1.19,,,4.76,4304493262119,Hrana,"1,09"
Ledena kava SK6,0058658,0.261,250ml,Milbona,1.19,,,4.76,4304493262126,Hrana,"1,09"
Extra hrskavi èips SK8,0059344,0.125,125g,Snack Day,1.39,,,11.12,20551834,Hrana,"1,39"
Grèki zaèini SK5,0060253,0.041,"35g,40g,50g",Eridanous,0.79,,,22.57,20550097,Hrana,"0,79"
Grèki zaèini SK5,0060253,0.041,"35g,40g,50g",Eridanous,0.79,,,19.75,4056489644262,Hrana,"0,79"
Grèki zaèini SK5,0060253,0.041,"35g,40g,50g",Eridanous,0.79,,,22.57,4056489644286,Hrana,"0,79"
Grèki zaèini SK5,0060253,0.041,"35g,40g,50g",Eridanous,0.79,,,15.8,4056489644293,Hrana,"0,79"
Grèki zaèini SK5,0060253,0.041,"35g,40g,50g",Eridanous,0.79,,,22.57,4056489723660,Hrana,"0,79"
Maramice za èišæenje naoèala,0060424,0.089,54komad,W5,0.99,,,0.02,4335619016224,Proizvodi za kuæanstvo,"0,99"
Kolaè od dizanog tijesta SK2,0060487,0.45,450g,Alpenfest,2.99,,,6.64,20669454,Hrana,"2,79"
Europa šibice,0060589,0.072,10x42komad,,0.59,,,0.59,4004753042603,Proizvodi za kuæanstvo,"0,59"
"Festbier 5,5%",0060604,0.5,"0,5l",Perlenbacher,0.89,,,1.78,4304493269897,Piæe,"0,79"
"Sorbet Limun, 600g",0060695,0.6,1000ml,Gelatelli,2.49,,,2.49,20548391,Hrana,"2,49"
Pizza šunka-šampinjoni XXL,0060812,1.02,3x340g,Trattoria Alfredo,6.59,,,6.46,20558192,Hrana,"6,49"
Majoneza Dijon 70%,0061246,0.494,500ml,Duc de Coeur,2.11,,,4.22,20520106,Hrana,Nije_bilo_u_prodaji_02.05.2025
Dezodorans SK21,0062781,0.117,200ml,Cien,1.29,,,6.45,20321000,Kozmetika,"1,29"
Dezodorans muški SK15,0062785,0.123,200ml,Cien MEN,1.29,,,6.45,20978631,Kozmetika,"1,29"
