NAZIV,SIFRA,MARKA,NETO_KOLICINA,JED_MJERE,MPC,CIJENA_PO_MJERI,POSEBNA_PRODAJA,NAJNIZA_30_DANA,SIDRENA_02_05,BARKOD,KATEGORIJA
"500G BARILLA TAGL ŠPI BEZ JAJA",260278,"BARILLA","6000 G","KG",32.25,5.38,,32.25,32.25,8076809059053,"hrana"
"1KG MC TAGLIAT VERDE BEZ JAJA",207093,"METRO CHEF","1000 G","KG",3.18,3.18,,3.18,3.18,4337182230311,"hrana"
"1KG MC TAGLIAT VERDE BEZ JAJA",260437,"METRO CHEF","5000 G","KG",15.88,3.18,,15.88,15.88,4337182230328,"hrana"
"400G MARODI ŠIR. REZ ŠPIN/JAJA",240815,"MARODI","400 G","KG",2.13,5.33,,2.13,2.13,3859888666726,"hrana"
"400G KLARA M. FUŽI ŠPINA S JAJ",248164,"KLARA MARIC","400 G","KG",4.34,10.85,,4.34,3.96,3859888499171,"hrana"
"1KG MC Z REZANCI S JAJ I ŠPINA",262784,"METRO CHEF","1000 G","KG",4.35,4.35,,4.35,4.35,3856024707572,"hrana"
"400G MARODI TAGLIATE VERDI JAJ",264634,"MARODI","400 G","KG",3.03,7.58,,3.03,3.03,3859893944376,"hrana"
"500G BARILLA PEN TRIC BEZ JAJA",16326,"BARILLA","500 G","KG",3.16,6.32,,3.16,2.88,8076809501415,"hrana"
"1KG MC FUSILLI TRICOL BEZ JAJA",207098,"METRO CHEF","1000 G","KG",3.13,3.13,,3.13,3.13,4337182229964,"hrana"
"1KG MC FUSILLI TRICOL BEZ JAJA",266231,"METRO CHEF","8000 G","KG",25,3.13,,25,25,4337182233152,"hrana"
"400G BARILLA SPAGH GF BEZ JAJA",229745,"BARILLA","400 G","KG",3.23,8.08,,3.23,3.23,8076809545440,"hrana"
"400G BARILLA FUSIL GF BEZ JAJA",229750,"BARILLA","400 G","KG",3.23,8.08,,3.23,3.23,8076809545464,"hrana"
"400G BARILLA PEN RI GF BEZ JAJ",229749,"BARILLA","400 G","KG",3.38,8.45,,3.38,3.38,8076809545457,"hrana"
"400G BARILLA PEN RI GF BEZ JAJ",266087,"BARILLA","5600 G","KG",47.25,8.44,,47.25,47.25,8076809029285,"hrana"
"250G BARILLA LASAGN GF BEZ JAJ",259323,"BARILLA","250 G","KG",3.75,15,3.75,3.75,3.75,8076809576352,"hrana"
"500G MC FUSILLI GF BEZ JAJA",263294,"METRO CHEF","500 G","KG",2.88,5.76,,2.88,2.88,4337182129219,"hrana"
"300G SAITAKU UD NOODL BEZ JAJA",174824,"SAITAKU","300 G","KG",3.61,12.03,,3.61,3.61,5060194790106,"hrana"
"250G GO TAN TJEST RIŽ BEZ JAJA",184353,"GO TAN","250 G","KG",3.58,14.32,,3.58,3.43,8710605092011,"hrana"
"500G DIAMOND REZA STAK BEZ JAJ",223258,"DIAMOND","500 G","KG",6,12,,6,5.25,4316734073897,"hrana"
"400G FARMER RIŽ RE 3MM BEZ JAJ",223260,"FARMER","400 G","KG",2.88,7.2,,2.88,2.88,4316734763668,"hrana"
"500G L.LIFE TJESTEN BEZ JAJA",227579,"LONG LIFE","500 G","KG",3.15,6.3,,3.15,3.15,6901017321192,"hrana"
"500G L.LIFE TJESTEN BEZ JAJA",260531,"LONG LIFE","15000 G","KG",94.5,6.3,,94.5,94.5,6901017374006,"hrana"
"500G L.LIFE TJESTEN. S JAJIMA",227581,"LONG LIFE","500 G","KG",5.5,11,,5.5,5.5,6953179900517,"hrana"
"500G L.LIFE TJESTEN. S JAJIMA",260532,"LONG LIFE","15000 G","KG",165,11,,165,165,6953179900524,"hrana"
"250G MIYAKO HELJD REZA BEZ JAJ",235112,"MIYAKO","250 G","KG",3.46,13.84,,3.46,3.46,4969673007869,"hrana"
"450G PIP MED CVJETNI (LIVADA)",89199,"PIP","450 G","KG",5.38,11.96,,5.38,5.16,3859888500020,"hrana"
"350G PIP MED BAGREM PET BEZ ZA",89210,"PIP","350 G","KG",5.76,16.46,,5.76,5.7,3858886100065,"hrana"
"900G PIP MED CVJETNI",119451,"PIP","900 G","KG",6.54,7.27,,6.54,6.54,3859888500013,"hrana"
"900G PIP MED CVJETNI",260251,"PIP","7200 G","KG",52.3,7.26,,52.3,52.3,3858886100140,"hrana"
"900G AMELIO MED CVJETNI",197740,"AMELIO","900 G","KG",7.11,7.9,,7.11,7.11,3859891216536,"hrana"
"900G AMELIO MED CVJETNI",260462,"AMELIO","5400 G","KG",42.68,7.9,,42.68,42.68,3859890118749,"hrana"
"12GX100 PIP MED CVJETNI VREĆ.",226165,"PIP","1200 G","KG",7.48,6.23,,7.48,7.48,3859888500365,"hrana"
"12GX100 MELBI CVJETNI MED VREĆ",226464,"MELBI","1200 G","KG",18.6,15.5,,18.6,18.6,3859892259488,"hrana"
"12GX100 AMELIO MED CVJETNI",226466,"AMELIO","1200 G","KG",8.31,6.93,,8.31,8.31,3859892259242,"hrana"
"20GX240 MELBI MED CVJETNI",226469,"MELBI","4800 G","KG",45.45,9.47,,45.45,45.45,3859890236092,"hrana"
"20GX80 PIP MED CVJETNI ALU PAC",227451,"PIP","1600 G","KG",10.23,6.39,,10.23,10.23,3858886100492,"hrana"
"20GX80 PIP MED CVJETNI ALU PAC",266246,"PIP","14400 G","KG",92.03,6.39,,92.03,92.03,3858886100515,"hrana"
"900G AMELIO MED BAGREM",241567,"AMELIO","900 G","KG",9.75,10.83,,9.75,9.75,3859892259891,"hrana"
"900G AMELIO MED BAGREM",266150,"AMELIO","5400 G","KG",58.5,10.83,,58.5,58.5,3859892259280,"hrana"
"700G MELBI MED CVJETNI",253221,"MELBI","700 G","KG",8.74,12.49,,8.74,7.94,3859891216109,"hrana"
"450G VARŽAK MED  KESTEN",261260,"VARŽAK","450 G","KG",7.88,17.51,,7.88,7.88,3859888673328,"hrana"
"450G VARŽAK MED LIPA",261261,"VARŽAK","450 G","KG",6.03,13.4,,6.03,6.03,3859888673229,"hrana"
"450G VARŽAK MED BAGREM",261262,"VARŽAK","450 G","KG",9.06,20.13,,9.06,9.06,3859888673021,"hrana"
"900G VARŽAK MED KESTEN",261263,"VARŽAK","900 G","KG",14.1,15.67,,13.6,13.11,3859888673335,"hrana"
"900G VARŽAK MED LIPA",261264,"VARŽAK","900 G","KG",10.85,12.06,,10.85,10.49,3859888673236,"hrana"
"900G VARŽAK MED BAGREM",261265,"VARŽAK","900 G","KG",14.03,15.59,,14.03,13.49,3859888673038,"hrana"
"12GX100 RIOBA MED CVJETNI VREĆ",265297,"RIOBA","1200 G","KG",6.38,5.32,,6.38,6.38,3856024708661,"hrana"
"20GX48 RIOBA MED CVJETNI STAKL",265298,"RIOBA","960 G","KG",19.75,20.57,,19.75,19.75,3856024708678,"hrana"
"20GX100 RIOBA MED CVJETNI ALUP",265299,"RIOBA","2000 G","KG",10.38,5.19,,10.38,10.38,3856024708692,"hrana"
"900G MC MED CVJETNI",265300,"METRO CHEF","900 G","KG",5.74,6.38,,5.74,5.74,3856024708708,"hrana"
"3KG MC MED CVJETNI KANTA",265301,"METRO CHEF","3000 G","KG",14.08,4.69,,14.08,14.08,3856024708722,"hrana"
"14GX100 PIP MED S LIMUNOM VREĆ",270248,"PIP","1400 G","KG",12.25,8.75,,12.25,12.25,3858886103653,"hrana"
"30X20G MELBI MED UGOS.STAKLENK",270464,"MELBI","600 G","KG",22.69,37.82,,22.69,22.69,3859891216598,"hrana"
"20GX100 VARŽAK MED CVJETNI ALU",272541,"TO BE DETERMINED","2000 G","KG",10.38,5.19,,10.38,,3859888673106,"hrana"
"3KG PODRAVKA DŽEM MARELICA PP",8483,"PODRAVKA","3000 G","KG",12.44,4.15,,12.44,12.44,3850104264665,"hrana"
"700G DIDABOŽA EXT.DŽEM SMO/NAR",183123,"DIDA BOŽA","700 G","KG",5.91,8.44,,5.91,5.91,3859891515769,"hrana"
"700G DIDABOŽA EXT.DŽEM SMOKVA",182452,"DIDA BOŽA","700 G","KG",5.91,8.44,,5.91,5.91,3859891515745,"hrana"
"690G DIDA BOŽA EKSTRA DŽEM JAG",182467,"DIDA BOŽA","690 G","KG",5.91,8.57,,5.91,5.91,3859891515998,"hrana"
"860G ARO DOMAĆI DŽEM MARELICA",251593,"ARO","860 G","KG",2.78,3.23,,2.78,2.78,3856024704038,"hrana"
"860G ARO DOMAĆI DŽEM MARELICA",251594,"ARO","5160 G","KG",16.65,3.23,,16.65,16.65,3856024704083,"hrana"
"860G ARO DOMAĆI DŽEM MIJEŠANI",251595,"ARO","860 G","KG",2.48,2.88,,2.48,2.48,3856024704045,"hrana"
"860G ARO DOMAĆI DŽEM MIJEŠANI",251596,"ARO","5160 G","KG",14.85,2.88,,14.85,14.85,3856024704090,"hrana"
"860G ARO DOMAĆI DŽEM ŠIPAK",251597,"ARO","860 G","KG",3.38,3.93,,3.38,3.38,3856024704052,"hrana"
"860G ARO DOMAĆI DŽEM ŠIPAK",251598,"ARO","5160 G","KG",20.25,3.92,,20.25,20.25,3856024704106,"hrana"
"2500G ARO VOĆNI NAMAZ MARELICA",251599,"ARO","2500 G","KG",6.81,2.72,,6.81,6.81,3856024704069,"hrana"
"2500G ARO VOĆNI NAMAZ MIJEŠANI",251600,"ARO","2500 G","KG",6.78,2.71,,6.78,6.78,3856024704076,"hrana"
"25KG MC TERMOST V.NAM.MIJEŠANI",251602,"METRO CHEF","25000 G","KG",54.98,2.2,,54.98,54.98,3856024704144,"hrana"
"360G PODRAVKA DŽEM ŠIPAK",253126,"PODRAVKA","360 G","KG",2.11,5.86,,2.11,2.08,3856020252212,"hrana"
"670G PODRAVKA DŽEM ŠIPAK",253127,"PODRAVKA","670 G","KG",2.9,4.33,,2.9,2.9,3856020252243,"hrana"
"360G PODRAVKA DŽEM MIJEŠ VOĆE",253128,"PODRAVKA","360 G","KG",1.94,5.39,,1.94,1.76,3856020252274,"hrana"
"690G PODRAVKA DŽEM MIJEŠ VOĆE",253129,"PODRAVKA","690 G","KG",2.9,4.2,,2.9,2.9,3856020252304,"hrana"
"360G PODRAVKA DŽEM MARELICA",253130,"PODRAVKA","360 G","KG",2.21,6.14,,2.21,2.19,3856020252441,"hrana"
"670G PODRAVKA DŽEM MARELICA",253131,"PODRAVKA","670 G","KG",3.11,4.64,,3.11,3.11,3856020252502,"hrana"
"670G PODRAVKA DŽEM MARELICA",260188,"PODRAVKA","5360 G","KG",24.9,4.65,,24.9,24.9,3856020252519,"hrana"
"350G PODRAVKA PEKMEZ OD ŠLJIVA",253132,"PODRAVKA","350 G","KG",3.03,8.66,,3.03,2.76,3856020252793,"hrana"
"660G PODRAVKA PEKMEZ OD ŠLJIVA",253133,"PODRAVKA","660 G","KG",3.74,5.67,,3.74,3.74,3856020252847,"hrana"
"660G PODRAVKA PEKMEZ OD ŠLJIVA",260189,"PODRAVKA","5280 G","KG",29.9,5.66,,29.9,29.9,3856020252854,"hrana"
"690G DIDA BOŽA EXT DŽEM MAREL",255627,"DIDA BOŽA","690 G","KG",5.91,8.57,,5.91,5.91,3859893011832,"hrana"
"11KG PODRAVKA PEKMEZ OD ŠLJIVA",258396,"PODRAVKA","11000 G","KG",62.8,5.71,,62.8,62.8,3850104256899,"hrana"
"690G DIDA BOŽA EX DŽEM VIŠNJA",263055,"DIDA BOŽA","690 G","KG",5.91,8.57,,5.91,5.91,3859894111050,"hrana"
"650G DIDA BOŽA PEKMEZ ŠLJIVA",263111,"DIDA BOŽA","650 G","KG",5.76,8.86,,5.76,5.76,3859894111036,"hrana"
"5KG NADJEV ŠUMSKO V. 70%",264849,"","5000 G","KG",29.34,5.87,,29.34,29.34,3858887390991,"hrana"
"5KG NADJEV VIŠNJA 80%",264868,"","5000 G","KG",25.34,5.07,,25.34,25.34,3858887391004,"hrana"
"20G PODRAVKA DŽEM JAGODA PP",268658,"PODRAVKA","20 G","KG",.19,9.5,,.19,.19,3850104264597,"hrana"
"20G PODRAVKA DŽEM JAGODA PP",268659,"PODRAVKA","1920 G","KG",18,9.38,,18,18,3850104464591,"hrana"
"20G PODRAVKA DŽEM ŠIPAK PVC",268660,"PODRAVKA","20 G","KG",.14,7,,.14,.14,3850104264443,"hrana"
"20G PODRAVKA DŽEM ŠIPAK PVC",268661,"PODRAVKA","1920 G","KG",13.2,6.88,,13.2,13.2,3850104464447,"hrana"
"20G PODRAVKA DŽEM BOROVNICA",268667,"PODRAVKA","20 G","KG",.19,9.5,,.19,.19,3850104264580,"hrana"
"20G PODRAVKA DŽEM BOROVNICA",268668,"PODRAVKA","1920 G","KG",18.15,9.45,,18.15,18.15,3850104464584,"hrana"
"20G PODRAVKA DŽEM MARELICA",268688,"PODRAVKA","20 G","KG",.14,7,,.14,.14,3850104264498,"hrana"
"20G PODRAVKA DŽEM MARELICA",268689,"PODRAVKA","1920 G","KG",13.2,6.88,,13.2,13.2,3850104464492,"hrana"
"20G PODRAVKA DŽEM MIJEŠANI",268702,"PODRAVKA","20 G","KG",.14,7,,.14,.14,3850104264405,"hrana"
"20G PODRAVKA DŽEM MIJEŠANI",268703,"PODRAVKA","1920 G","KG",13.2,6.88,,13.2,13.2,3850104464409,"hrana"
"20G PODRAVKA DŽEM VIŠNJA",268712,"PODRAVKA","20 G","KG",.15,7.5,,.15,.14,3850104264542,"hrana"
"20G PODRAVKA DŽEM VIŠNJA",268713,"PODRAVKA","1920 G","KG",14.38,7.49,,14.38,13.06,3850104464546,"hrana"
"12KG MC TS VOĆNI NAM. MARELICA",269882,"METRO CHEF","12000 G","KG",39.45,3.29,,39.45,39.45,3856024711296,"hrana"
"12KG MC TS VOĆNI NAM. MIJEŠANI",269883,"METRO CHEF","12000 G","KG",35.44,2.95,,35.44,35.44,3856024711302,"hrana"
"11KG MC TS PEKAR.PUNILO VIŠNJA",269884,"METRO CHEF","11000 G","KG",33.69,3.06,,33.69,33.69,3856024711319,"hrana"
"28GX72 TIPTREE DŽEM JAGODA",271305,"TIPTREE","2016 G","KG",41.83,20.75,,41.83,41.83,43647160508,"hrana"
"28GX72 TIPTREE DŽEM MARELICA",271306,"TIPTREE","2016 G","KG",41.83,20.75,,41.83,41.83,43647320506,"hrana"
"28GX72 TIPTREE DŽEM VIŠNJA",271307,"TIPTREE","2016 G","KG",41.83,20.75,,41.83,41.83,43647030504,"hrana"
"400G LINO LADA DUO ČAŠA",5885,"LINO LADA","400 G","KG",3.68,9.2,,3.68,3.68,3850104019784,"hrana"
"400G LINO LADA DUO ČAŠA",260269,"LINO LADA","4800 G","KG",44.1,9.19,,44.1,44.1,3850104919787,"hrana"
"2,5KG LINO LADA DUO KANTA",5888,"LINO LADA","2500 G","KG",13.99,5.6,,13.99,13.99,3850104019791,"hrana"
"200G NUTELLA NAMAZ",17689,"NUTELLA","200 G","KG",3.1,15.5,,3.1,2.81,80135463,"hrana"
"400G NUTELLA NAMAZ",17690,"NUTELLA","400 G","KG",4.33,10.83,,4.55,4.55,80135876,"hrana"
"400G NUTELLA NAMAZ",260240,"NUTELLA","6000 G","KG",64.88,10.81,,68.25,68.25,8000500013625,"hrana"
"10KG LINO LADA ČOK.PUNILO TERM",168347,"LINO LADA","10000 G","KG",56.21,5.62,,56.21,49.3,3850104032813,"hrana"
"13KG CARAVELLA ANTEFORN LJEŠ K",201894,"CARAVELLA","13000 G","KG",70.68,5.44,,70.68,70.68,8003180000046,"hrana"
"13KG CARAVELLA FLUIFOUR KAKAO",201895,"CARAVELLA","13000 G","KG",62.75,4.83,,62.75,62.75,8003180000282,"hrana"
"2500G CREMONTE DUO NAMAZ",209663,"CREMONTE","2500 G","KG",10.61,4.24,,10.11,10.11,3890000472139,"hrana"
"2500G CREMONTE KAKAO NAMAZ",209664,"CREMONTE","2500 G","KG",10.61,4.24,,10.11,10.11,3890000472177,"hrana"
"10KG CREMONTE KAKAO NAMAZ TERM",209665,"CREMONTE","10000 G","KG",41.7,4.17,,40.49,40.49,3890000472153,"hrana"
"350G LINO LADA KOKOS",216133,"LINO LADA","350 G","KG",4.03,11.51,,4.03,3.7,3850104284458,"hrana"
"500G ARO DUO KREM NAMAZ",227792,"ARO","500 G","KG",2.49,4.98,,2.49,2.49,8606017925958,"hrana"
"500G ARO DUO KREM NAMAZ",266247,"ARO","4000 G","KG",19.9,4.98,,19.9,19.9,8606019768997,"hrana"
"2.5KG ARO DUO KREM NAMAZ",227793,"ARO","2500 G","KG",15.04,6.02,,15.04,13.68,3858891664415,"hrana"
"2.5KG ARO KAKAO KREM NAMAZ",227794,"ARO","2500 G","KG",15.04,6.02,,15.04,13.68,3858891664422,"hrana"
"3KG NUTELLA NAMAZ",230063,"NUTELLA","3000 G","KG",25,8.33,,25,25,2623911101017,"hrana"
"10KG PODRAVKA LINO LADA NP",233560,"LINO LADA","10000 G","KG",53.94,5.39,,53.94,48.6,3850104013201,"hrana"
"2,5KG LINO LADA GOLD",239943,"LINO LADA","2500 G","KG",13.99,5.6,,13.99,13.99,3856020232160,"hrana"
"15GX120 NUTELLA NAMAZ",256426,"NUTELLA","1800 G","KG",37.5,20.83,,37.5,37.5,8000500106877,"hrana"
"3KG NUTELLA NAMAZ",256431,"NUTELLA","3000 G","KG",25,8.33,,25,25,8000500131329,"hrana"
"700G ANNAPURNA MASLAC LJEŠNJAK",259577,"ANNAPURNA","700 G","KG",14.66,20.94,,14.66,14.66,3859890343592,"hrana"
"1KG ROKMAR PASTA LJEŠNJAK 100%",260865,"ROKMAR","1000 G","KG",29.19,29.19,,29.19,29.19,3830019672014,"hrana"
"1KG ROKMAR PASTA LJEŠNJAK 100%",266198,"ROKMAR","6000 G","KG",147.3,24.55,,147.3,147.3,13830019672011,"hrana"
"350G PODRAVKA LINO LADA MILK",260993,"LINO LADA","350 G","KG",3.78,10.8,,3.78,3.78,3850104267109,"hrana"
"350G PODRAVKA LINO LADA MILK",261092,"LINO LADA","4200 G","KG",45.3,10.79,,45.3,45.3,3850104467103,"hrana"
"700G PODRAVKA LINO LADA DUO",260994,"LINO LADA","700 G","KG",6.1,8.71,,6.1,6.1,3856020259884,"hrana"
"700G PODRAVKA LINO LADA DUO",261093,"LINO LADA","4200 G","KG",36.6,8.71,,36.6,36.6,3856020259891,"hrana"
"650G PODRAVKA LINO LADA GOLD",260995,"LINO LADA","650 G","KG",6.35,9.77,,6.35,6.13,3856020259914,"hrana"
"700G PODRAVKA LINO LADA MILK",260996,"LINO LADA","700 G","KG",6.1,8.71,,6.1,6.1,3856020259945,"hrana"
"700G PODRAVKA LINO LADA MILK",261094,"LINO LADA","4200 G","KG",36.6,8.71,,36.6,36.6,3856020259952,"hrana"
"2,5KG LINO LADA GOLD KREMA",265210,"LINO LADA","2500 G","KG",13.99,5.6,,13.99,13.99,3856020268985,"hrana"
"750G NUTELLA",265643,"NUTELLA","750 G","KG",7.36,9.81,,7.36,7.61,80176800,"hrana"
"750G NUTELLA",265750,"NUTELLA","4500 G","KG",44.18,9.82,,44.18,45.68,8000500299890,"hrana"
"3KG KIT KAT NAMAZ",267278,"KITKAT PROFESSIONAL","3000 G","KG",35.81,11.94,,35.81,35.81,8000300416732,"hrana"
"700G LINO LADA GOLD CREAMY",267742,"LINO LADA","700 G","KG",6.41,9.16,,6.41,6.13,3856020265335,"hrana"
"15G NUTELLA NAMAZ UGOSTITE.",268601,"NUTELLA","15 G","KG",.31,20.67,,.31,.31,80751151,"hrana"
"15G NUTELLA NAMAZ UGOSTITE.",268602,"NUTELLA","900 G","KG",20.25,22.5,,20.25,18.75,8000500106860,"hrana"
"20G LINO LADA DUO",268654,"LINO LADA","20 G","KG",.33,16.5,,.33,.33,3850104265440,"hrana"
"20G LINO LADA DUO",268655,"LINO LADA","960 G","KG",15.63,16.28,,15.63,15.63,3850104465444,"hrana"
"20G LINO LADA GOLD",268722,"LINO LADA","20 G","KG",.34,17,,.34,.34,3856020234188,"hrana"
"20G LINO LADA GOLD",268723,"LINO LADA","960 G","KG",16.2,16.88,,16.2,16.2,3856020234195,"hrana"
"2,5KG LINO LADA MILK",271370,"LINO LADA","2500 G","KG",13.99,5.6,,13.99,13.99,3856020216566,"hrana"
"340G SKIPPY KIKIR. NAM. CRUNCH",180708,"SKIPPY","340 G","KG",5.65,16.62,,5.65,5.65,37600106412,"hrana"
"340G SKIPPY KIKIR. NAM. CRUNCH",260572,"SKIPPY","4080 G","KG",67.8,16.62,,67.8,67.8,10037600271421,"hrana"
"340G SKIPPY KIKIR. NAM. SMOOTH",180701,"SKIPPY","340 G","KG",5.9,17.35,,5.9,5.9,37600106009,"hrana"
"340G SKIPPY KIKIR. NAM. SMOOTH",260573,"SKIPPY","4080 G","KG",70.8,17.35,,70.8,70.8,10037600108468,"hrana"
"1000G NUTRI KIKIRI MASLAC GLAT",257107,"NUTRIGOLD","1000 G","KG",8.83,8.83,,8.83,8.83,3858891972749,"hrana"
"1000G NUTRI KIKIRI MASLAC HRSK",257108,"NUTRIGOLD","1000 G","KG",7.8,7.8,,7.8,7.8,3858891972756,"hrana"
"700G ANNAPURNA KIKIRI MASLAC",259572,"ANNAPURNA","700 G","KG",5.84,8.34,,5.84,5.84,3859890343899,"hrana"
"700G ANNAPURNA MASLAC BADEM",259582,"ANNAPURNA","700 G","KG",15.74,22.49,,15.74,15.74,3859890343639,"hrana"
"500G SCOTTI RIŽA BASMATI DUGO",42519,"RISO SCOTTI","500 G","KG",4,8,,4,4,8001860000034,"hrana"
"1KG RIOPAK RIŽA BASMATI",71271,"RIOPAK","1000 G","KG",3.56,3.56,,3.56,3.56,3859888279155,"hrana"
"1KG RIOPAK RIŽA BASMATI",260193,"RIOPAK","15000 G","KG",53.44,3.56,,53.44,53.44,3859888279902,"hrana"
"5KG MC BASMATI RIŽA",230832,"METRO CHEF","5000 G","KG",14.69,2.94,,14.69,14.69,4337182134527,"hrana"
"1KG MC BASMATI RIŽA",255082,"METRO CHEF","1000 G","KG",3.19,3.19,,3.19,3.19,4337182239703,"hrana"
"5KG MC JASMIN RIŽA",233116,"METRO CHEF","5000 G","KG",12.5,2.5,,12.5,12.5,4337182134503,"hrana"
"1KG MC JASMIN RIŽA",242290,"METRO CHEF","1000 G","KG",2.75,2.75,,2.75,2.75,4337182239680,"hrana"
"1KG MC JASMIN RIŽA",266166,"METRO CHEF","10000 G","KG",27.5,2.75,,27.5,27.5,4337182239697,"hrana"
"5KG SCOTTI HAKUMA RIŽA SUSHI",175085,"RISO SCOTTI","5000 G","KG",16.66,3.33,,16.66,16.66,8001860257308,"hrana"
"1KG MC SUSHI RIŽA",233120,"METRO CHEF","1000 G","KG",3,3,,3,3,4337182232858,"hrana"
"1KG MC SUSHI RIŽA",266090,"METRO CHEF","10000 G","KG",30,3,,30,30,4337182232865,"hrana"
"20KG MISORI SUSHI RIŽ PREMIUM",259157,"MISORI","20000 G","KG",106.28,5.31,,87.49,106.28,4316734061115,"hrana"
"20KG MIYAKO SUSHI RIŽA",259158,"MIYAKO","20000 G","KG",66.25,3.31,,66.25,66.25,4316734061740,"hrana"
"10KG MISORI SUSHI RIŽA",261538,"MISORI","10000 G","KG",57.78,5.78,,57.78,57.78,4316734061108,"hrana"
"10KG MC SUSHI RIŽA",272525,"METRO CHEF","10000 G","KG",23.74,2.37,,23.74,,4337182260257,"hrana"
"2KG MC SUSHI RIŽA",272526,"METRO CHEF","2000 G","KG",5.5,2.75,,5.5,,4337182260233,"hrana"
"1KG SCOTTI RIŽA ARBORIO DUGO Z",24802,"RISO SCOTTI","1000 G","KG",4.25,4.25,,4.25,4.25,8001860250378,"hrana"
"1KG SCOTTI RIŽA ARBORIO DUGO Z",260887,"RISO SCOTTI","10000 G","KG",42.5,4.25,,42.5,42.5,8001860250361,"hrana"
"5KG RIO-PAK RIŽA PREDKUHANA",39592,"RIOPAK","5000 G","KG",9.63,1.93,,10.69,10.69,3859888279605,"hrana"
"1KG SCOTTI RIŽA CARNAROLI DUGO",80510,"RISO SCOTTI","1000 G","KG",6.25,6.25,,6.25,6.25,8001860010019,"hrana"
"1KG SCOTTI RIŽA CARNAROLI DUGO",260888,"RISO SCOTTI","10000 G","KG",62.5,6.25,,62.5,62.5,9321000000090,"hrana"
"1KG RIO-PAK RIŽA SMEĐA INTEGRA",83278,"RIOPAK","1000 G","KG",1.81,1.81,,1.81,1.81,3859888279407,"hrana"
"1KGX5 SCOTTI RIŽ ARBORIO DU ZR",87092,"RISO SCOTTI","5000 G","KG",18.75,3.75,,18.75,18.75,8001860201059,"hrana"
"1KG SCOTTI RIŽA INTEG BROWN RI",165979,"RISO SCOTTI","1000 G","KG",5.5,5.5,,5.5,5.5,8001860190513,"hrana"
"1KG SCOTTI RIŽA INTEG BROWN RI",266083,"RISO SCOTTI","10000 G","KG",55,5.5,,55,55,8001860300073,"hrana"
"10KG MC RIŽA PREDKUHANA DUGO Z",170059,"METRO CHEF","10000 G","KG",18.25,1.83,,18.25,18.25,4337182053965,"hrana"
"1KG SCOTTI RIŽA ORO PREDKUHANA",171341,"RISO SCOTTI","1000 G","KG",2.88,2.88,,2.88,2.88,8001860190520,"hrana"
"1KG×5 SCOTTI CARNAROLI RIŽA",205415,"RISO SCOTTI","5000 G","KG",28.75,5.75,,28.75,28.75,8001860010057,"hrana"
"1KG ZLATO POLJE RIŽA ARBORIO",220551,"ZLATO POLJE","1000 G","KG",4.5,4.5,,5,5,3838700540604,"hrana"
"1KG ZLATO POLJE RIŽA ZA DOM.",220553,"ZLATO POLJE","1000 G","KG",3,3,,3,3,3838700540291,"hrana"
"1KG ZLATO POLJE RIŽA ZA DOM.",260337,"ZLATO POLJE","12000 G","KG",36,3,,36,36,3838700301878,"hrana"
"2KG MC RIŽA ARBORIO",230833,"METRO CHEF","2000 G","KG",7.25,3.63,,7.25,7.25,4337182232834,"hrana"
"1KGX5 MC RIŽA CARNAROLI",231997,"METRO CHEF","5000 G","KG",20,4,,20,20,4337182093374,"hrana"
"5KG MC RIŽA PREDKUH DUGO ZRNO",233117,"METRO CHEF","5000 G","KG",9.44,1.89,,9.44,9.44,4337182053972,"hrana"
"5X1KG KG MC RIŽA ARBORIO",233121,"METRO CHEF","5000 G","KG",17.5,3.5,,17.5,17.5,4337182232810,"hrana"
"1KG MC CARNAROLI RIŽA",255081,"METRO CHEF","1000 G","KG",5,5,,5,5,4337182230236,"hrana"
"1KG MC RIŽA PREDKUHANA DUGO Z",255090,"METRO CHEF","1000 G","KG",2.39,2.39,,2.39,2.39,4337182236368,"hrana"
"1KG RIO-PAK RIŽA PREDKUHANA RI",257401,"RIOPAK","1000 G","KG",2.44,2.44,,2.44,2.44,3859888279582,"hrana"
"1KG RIO-PAK RIŽA PREDKUHANA RI",264655,"RIOPAK","15000 G","KG",35.46,2.36,,35.46,35.46,3859888279292,"hrana"
"5KG SCOTTI RIŽA PREDKUH DUGO Z",259314,"RISO SCOTTI","5000 G","KG",13.13,2.63,,11.81,13.13,5941832001573,"hrana"
"500G SCOTTI RIŽA VENERE",259546,"RISO SCOTTI","500 G","KG",3.38,6.76,,3.38,3.38,8001860187735,"hrana"
"500G SCOTTI RIŽA VENERE",266195,"RISO SCOTTI","6000 G","KG",40.35,6.73,40.35,40.35,40.35,8001860187148,"hrana"
"500G SCOTTI RIŽA VENERE",268017,"RISO SCOTTI","7000 G","KG",47.25,6.75,,47.25,47.25,8001860182884,"hrana"
"5KG SCOTTI RIŽA VENERE",259547,"RISO SCOTTI","5000 G","KG",29.94,5.99,,29.94,29.94,8001860187452,"hrana"
"500G ACQUERELLO RIŽA",263121,"ACQUERELLO","500 G","KG",7.46,14.92,7.46,7.46,10.68,8012778000047,"hrana"
"1KG RIŽA SAN MASSIMO CARNAROLI",271368,"RISERVA SAN MASSIMO","1000 G","KG",15.25,15.25,,16.95,16.95,8032862311712,"hrana"
