Naziv proizvoda;Sifra proizvoda;Marka proizvoda;Neto kolicina;Jedinica mjere;Maloprodajna cijena;Cijena po JM;MPC za vrijeme posebnog oblika prodaje;Najniza cijena u poslj. 30 dana;Sidrena cijena na 2.5.2025;Barkod;Kategorija proizvoda;
MUFFIN MINI STAR COKOLADA VR.200 G MANDUL;971757;MANDUL;0,200 KG;KOM;1,86;9,30;;;1,86;8423915013989;HRANA;
AJVAR BLAGI 314 ML GURMANO;971765;GURMANO;0,314 KG;KOM;4,64;14,78;;;4,64;5319991599376;HRANA;
SIRUP TROPY VISNJA AMARENA 1 L;971771;TROPY;1 L;KOM;1,29;1,29;;;1,52;3856025841077;PICE;
JAFFA KOCKE XXL 700 G;971954;;0,700 KG;KOM;6,63;9,47;;;6,63;3830056443547;HRANA;
MALIZIA DEO 150 ML PURPLE;971959;MALIZIA;0,150 L;KOM;3,1;20,67;;;3,1;8003510017140;KOZMETIKA;
MALIZIA DEO 150 ML CERTEZZA;971961;MALIZIA;0,150 L;KOM;3,1;20,67;;;3,1;8003510031597;KOZMETIKA;
COCA COLA ZERO CAFFEINE 0,5 L;971962;COCA COLA;0,500 L;KOM;1,19;2,38;;;1,12;5449000201935;PICE;
COCA COLA ZERO CAFFEINE 1 L;971963;COCA COLA;1 L;KOM;1,59;1,59;;;1,48;5449000195906;PICE;
CRNI BAKALAR FILET 400 G LEDO;971971;LEDO RIBA;0,400 KOM;KOM;;17,48;6,99;9,99;9,99;3850116048710;HRANA;
GIN OLD TOWER PINK 37,5 % 0,7 L;972126;ST.NICOLAUS;0,700 L;KOM;9,99;14,27;;;10,02;8586019222395;PICE;
BOMBON GUMENI MINI BURGER 50 G TROLLI;972147;TROLLI;0,050 KG;KOM;1,29;25,80;;;1,55;4000512008903;HRANA;
S.SOMUN 200 G (PDV 5% 972175);972174;;0,200 KG;KOM;,58;2,90;;;,58;3871710004537;HRANA;
SOMUN 200 G;972175;;0,200 KG;KOM;,58;2,90;;;,58;;HRANA;
SLADOLED KIT KAT STAPIC 90 ML;972188;FRONERI;0,900 L;KOM;2,39;2,66;;;2,13;3274664229917;HRANA;
SLADOLED TOBLERONE STAPIC 90 ML STANIC;972189;FRONERI;0,090 L;KOM;2,49;27,67;;;2,13;8436575297279;HRANA;
SOK TO PROMO PACK 3X1 L;972240;JUICY;3 L;KOM;3,99;1,33;;;3,99;3858890971484;PICE;
VINO PLAVAC BARRIQUE 0,75 L WINEGREETINGS;972261;WINEGREETINGS;0,750 L;KOM;4,49;5,99;;;4,49;3856025841114;PICE;
VINO CHARDONNAY 0,75 L WINEGREETINGS;972262;WINEGREETINGS;0,750 L;KOM;5,49;7,32;;;4,99;3856025841091;PICE;
VINO RAJNSKI  RIZLING 0,75 L WINEGREETINGS;972263;WINEGREETINGS;0,750 L;KOM;4,99;6,65;;;4,99;3856025841138;PICE;
PIVO HEINEKEN 4X0,5 L LIMENKA;972266;HEINEKEN;2 L;KOM;6,49;3,25;;;6,07;3830001714715;PICE;
CHOCO BALLS 250 G ENCIAN;972289;ENCIAN BRAND;0,250 KG;KOM;2,65;10,60;;;2,65;3858890104516;HRANA;
HUMMUS SJEMENKE BUNDEVE RIBELLA 200 G;972321;RIBELLA HUMMUS;0,200 KG;KOM;;9,95;1,99;1,99;2,39;8606011898869;HRANA;
KAVA MLJEVENA ZLATNA DZEZVA TAMNO PECENA 400 G;972589;ZLATNA DZEZVA;0,400 KG;KOM;7,49;18,73;;;5,39;3870007015027;HRANA;
PIVO HEINEKEN 6X0,5 L LIMENKA;972720;HEINEKEN;3 L;KOM;9,29;3,10;;;8,71;3830001716016;PICE;
VODKA TITO S 0,70 L;972874;TITO`S;0,700 L;KOM;24,99;35,70;;;24,99;619947000112;PICE;
LIKER JAGERMEISTER MANIFEST 0,50 L;972875;JAGERMAISTER;0,500 L;KOM;24,99;49,98;;;24,99;4067700025685;PICE;
S.KRUH BESKVASNI SA SJEMENKAMA 415 G (PDV 5% 972888);972887;TKZD - PEKARSTO;0,415 KG;KOM;1,59;3,83;;;1,49;3858884927213;HRANA;
KRUH BESKVASNI SA SJEMENKAMA 400 G;972888;TKZD - PEKARSTO;0,400 KG;KOM;1,59;3,98;;;1,49;;HRANA;
SIROKI REZANCI S JAJIMA 400 G MULINI PLODINE;972893;TJESTENINA MULINI;0,400 KG;KOM;;2,88;1,15;1,39;1,39;3856025837797;HRANA;
USKI REZANCI S JAJIMA I MRKVOM 400 G MULINI PLODINE;972894;TJESTENINA MULINI;0,400 KG;KOM;;2,88;1,15;1,49;1,49;3856025837834;HRANA;
USKI REZANCI S JAJIMA 400 G MULINI PLODINE;972895;TJESTENINA MULINI;0,400 KG;KOM;;2,88;1,15;1,39;1,39;3856025837810;HRANA;
VALOVITI REZANCI S JAJIMA 400 G MULINI PLODINE;972896;TJESTENINA MULINI;0,400 KG;KOM;;2,88;1,15;1,39;1,29;3856025837858;HRANA;
HRANA ZA MACKE 415 G RIBA RENO;972926;RENO;0,415 KG;KOM;,99;2,39;;;,99;8594014728026;HRANA;
MEGGLE CREME PATISSERIE SPRAY 250 ML;972954;MEGGLE;0,250 KOM;KOM;2,59;10,36;;;2,59;4034900027788;HRANA;
ZOB.KASA LJESNJAK-COKOLADA 60 G BOOM BOX;972955;BOOM BOX;0,060 KG;KOM;,99;16,50;;;,99;3858890478075;HRANA;
ZOB.KASA KOKOS-COKOLADA 60 G BOOM BOX;972956;BOOM BOX;0,060 KG;KOM;,99;16,50;;;,99;3858890478112;HRANA;
ZOB.KASA MALINA-VANILIJA 60 G BOOM BOX;972957;BOOM BOX;0,060 KG;KOM;,99;16,50;;;,99;3858890478136;HRANA;
NAPITAK ZOB BARISTA BIO 1 L BOOM BOX;972958;BOOM BOX;1 L;KOM;3,49;3,49;;;3,29;3858890478778;HRANA;
NAPITAK ZOB-BADEM BIO 500 ML BOOM BOX;972959;BOOM BOX;0,500 L;KOM;2,09;4,18;;;1,99;3858890478792;HRANA;
NAPITAK ZOB-LJESNJAK BIO 500 ML BOOM BOX;972960;BOOM BOX;0,500 L;KOM;2,09;4,18;;;1,99;3858890478815;HRANA;
S. BAKIN KRUH 408 G (972968 PDV 5 %);972966;;0,408 KG;KOM;1,59;3,90;;;1,59;37091;HRANA;
SOMERSBY MANGO LIMETA 0,5 L LIMENKA;973085;SOMERSBY;0,500 L;KOM;;2,98;1,49;1,78;1,78;3858887584185;PICE;
RED BULL APRICOTE EDITION 0,25 L;973189;RED BULL;0,250 L;KOM;;4,76;1,19;1,19;1,69;90448836;PICE;
NESCAFE ESPRESSO BUONDI 99,2 G DG;973254;DOLCE GUSTO KAPSULE;0,099 KG;KOM;;45,26;4,49;4,49;6,49;7613287300515;HRANA;
S.KRUH HRSKAVO ZLATO 430 G (973258 PDV 5%);973255;PAN PEK - NETO NETO;0,430 KG;KOM;1,72;4,00;;;1,72;3859892466688;HRANA;
KRUH HRSKAVO ZLATO 420 G;973258;PAN PEK - NETO NETO;0,420 KG;KOM;1,72;4,10;;;1,72;;HRANA;
POMFRIT ORIGINAL AVIKO 750G;973271;AVIKO;0,750 KG;KOM;2,49;3,32;;;2,49;8710449944798;HRANA;
DUKATOS SELECTION VANILIJA 150 G;973280;DUKAT-DUKATOS;0,150 KG;KOM;1,09;7,27;;;1,09;3850354016984;HRANA;
MLIJEKO LAGANO JUTRO 3,8% 1L EDGE DUKAT;973287;DUKAT-LAGANO JUTRO;1 L;KOM;1,99;1,99;;;1,99;3850354017042;HRANA;
OSLIC BG 400 G LEDO;973290;LEDO RIBA;0,400 KG;KOM;3,9;9,75;;;3,9;3850116048659;HRANA;
OSLIC BG 800 G LEDO;973291;LEDO RIBA;0,800 KG;KOM;7,49;9,36;;;7,49;3850116048680;HRANA;
OSLIC FILET 400 G LEDO;973292;LEDO RIBA;0,400 KG;KOM;5,29;13,23;;;5,29;3850116048598;HRANA;
OSLIC FILET 800 G LEDO;973293;LEDO RIBA;0,800 KG;KOM;10,49;13,11;;;10,49;3850116048628;HRANA;
SOK ORANGINA REGULAR 1,25 L;973342;ORANGINA;1,25 L;KOM;2,55;2,04;;;2,69;3877000209613;PICE;
ZOBENA PLOCICA LJESNJAK/ORASASTO VOCE 90 G MA BAKER;973372;MA BAKER;0,090 KG;KOM;1,79;19,89;;;1,69;5034444101226;HRANA;
ZOBENA PLOCICA COKOLADA/NARANCA 100 G MA BAKER;973375;MA BAKER;0,100 KG;KOM;1,79;17,90;;;1,29;5034444101738;HRANA;
ZOBENA PLOCICA SUMSKO VOCE/SMOOTHIE 100 G MA BAKER;973376;MA BAKER;0,100 KG;KOM;1,79;17,90;;;1,69;5034444102438;HRANA;
ZOBENA KASA BADEM/MED/VANILIJA 65 G BIOPLOD;973400;DOBRA ZOBENA KASA;0,065 KG;KOM;,8;12,31;;;,99;8595054906238;HRANA;
ZOBENA KASA JABUKA/CIMET 260 G BIOPLOD;973405;DOBRA ZOBENA KASA;0,260 KG;KOM;2,69;10,35;;;3,25;8595054901097;HRANA;
PIVO EDELMEISTER GRAPEFRUIT 2,5% 0,5 L LIMENKA;973415;VAN PUR;0,500 L;KOM;1,05;2,10;;;1,02;5900535012972;PICE;
NAPITAK ZOB NOT MILK 3,5% MASTI 1 L ALPRO;973439;ALPRO;1 L;KOM;3,89;3,89;;;3,89;5411188134985;HRANA;
AQUAFRESH 75 ML NATURALS MINT CLEAN;973443;AQUAFRESH;0,075 L;KOM;2,49;33,20;;;3,89;5054563121424;KOZMETIKA;
AQUAFRESH 75 ML NATURALS HERBAL FRESH;973446;AQUAFRESH;0,075 L;KOM;2,49;33,20;;;3,89;5054563121448;KOZMETIKA;
KAVA 3U1 CREAMY LATTE VRECICA 150 G NESCAFE;973453;NESCAFE;0,150 KG;KOM;2,99;19,93;;;2,99;8445290099785;HRANA;
VINO PINK MOSCATO 12% 0,75 L;973532;IURIS;0,750 L;KOM;8,99;11,99;;;8,99;3859891102440;PICE;
CAJ ANTIOXIDANT SUPERBLENDS 36 G TWININGS;973581;TWININGS;0,036 KG;KOM;3,79;105,28;;;3,69;0070177229603;HRANA;
CAJ ENERGISE SUPERBLENDS 36 G TWININGS;973582;TWININGS;0,036 KG;KOM;3,79;105,28;;;3,69;0070177229597;HRANA;
CAJ GLOW SUPERBLENDS 36 G TWININGS;973583;TWININGS;0,036 KG;KOM;3,79;105,28;;;3,69;070177229627;HRANA;
CAJ DEFENCE SUPERBLENDS 36 G TWININGS;973584;TWININGS;0,036 KG;KOM;3,79;105,28;;;3,69;070177229634;HRANA;
CAJ CALM SUPERBLENDS 27 G TWININGS;973586;TWININGS;0,027 KG;KOM;3,79;140,37;;;3,69;0070177229610;HRANA;
CAJ FOCUS SUPERBLENDS 27 G TWININGS;973587;TWININGS;0,027 KG;KOM;3,79;140,37;;;3,69;0070177229641;HRANA;
KIKIRIKI SLANI VRECICA 125 G NUTLINE;973609;NUTLINE;0,125 KG;KOM;1,59;12,72;;;1,59;3856021305214;HRANA;
KAVA SELEZIONE ESPRESSO 1 KG SEGAFREDO;973615;SEGAFREDO;1 KG;KOM;21,49;21,49;;;25,49;9001810003701;HRANA;
NESCAFE CARAMEL MACHIATO 145,6 G DOLCE GUSTO;973627;DOLCE GUSTO KAPSULE;0,146 KG;KOM;;30,84;4,49;4,49;6,49;7613037788884;HRANA;
NESCAFE ESPRESSO 88 G DOLCE GUSTO;973628;DOLCE GUSTO KAPSULE;0,088 KG;KOM;;51,02;4,49;4,49;6,49;7613037931136;HRANA;
NESCAFE NESQUIK 256 G DOLCE GUSTO;973629;DOLCE GUSTO KAPSULE;0,256 KG;KOM;;17,54;4,49;4,49;6,49;7613033160141;HRANA;
SALATA TUNA KVINOJA 160 G RIO MARE;973639;RIO MARE;0,160 KG;KOM;4,3;26,88;;;4,68;8004030835023;HRANA;
FLIPS POM BAR FAMILY PACK 100 G;973658;POM-BAR;0,100 KG;KOM;1,79;17,90;;;1,79;3856021305238;HRANA;
CHIO CIPS LECA S PAPRIKOM 65 G;973662;CHIO;0,065 KG;KOM;1,79;27,54;;;1,89;3856021305276;HRANA;
CHIO CIPS LECA S KIS.VRHNJEM 65 G;973663;CHIO;0,065 KG;KOM;1,79;27,54;;;1,89;3856021305290;HRANA;
MAXI MIX KREKERI 100 G CHIO;973664;CHIO;0,100 KG;KOM;1,49;14,90;;;1,29;4000522060915;HRANA;
CHIO PERECI 80 G;973666;CHIO;0,080 KG;KOM;1,29;16,13;;;1,29;4000522060311;HRANA;
JUHA MAMINA 60 G PODRAVKA;973682;PODRAVKA KONZERVIRANO;0,060 KG;KOM;;18,50;1,11;1,39;1,39;3856020255800;HRANA;
JUHA PILECA KREM 64 G PODRAVKA;973683;PODRAVKA KONZERVIRANO;0,064 KG;KOM;1,39;21,72;;;1,39;3856020255831;HRANA;
KAVA NESCAFE 3U1 CREAMY LATTE 15 G;973730;NESCAFE;0,015 KG;KOM;;19,33;,29;,35;,35;8445290099754;HRANA;
SECRETS OF TURKEY KEBAB 25 G KOTANYI;973741;KOTANYI ZACINI;0,025 KG;KOM;1,69;67,60;;;1,69;9001414034958;HRANA;
LIKER ORAHOVAC S COKOLADOM MARASKA 0,7 L;973751;MARASKA;0,700 L;KOM;11,99;17,13;;;12,02;3850158406141;PICE;
VODA JUICY VITAMIN WATER IMMUNO BOOST 0,5 L;973759;JUICY;0,500 L;KOM;1,09;2,18;;;1,09;3858890972214;PICE;
SOK JUICY KIDS NARANCA-MANGO 0,33 L;973760;JUICY;0,330 L;KOM;1,09;3,30;;;1,28;3858890972184;PICE;
SOK JUICY KIDS SUMSKO VOCE-JABUKA 0,33 L;973761;JUICY;0,330 L;KOM;1,09;3,30;;;1,28;3858890979992;PICE;
FRESCO  ZIP VRECICA 1 L 20  KOM;973770;FRESCO;;KOM;1,85;;;;1,85;3856025830873;PROIZVODI ZA KUCANSTVO;
BLISS  VRECICA ZA SMECE SA  RUCKOM 10 L 50 KOM;973773;BLISS;;KOM;1,46;;;;1,46;3856025830835;PROIZVODI ZA KUCANSTVO;
BLISS VRECICA ZA SMECE SA RUCKOM  25 L  30 KOM;973774;BLISS;;KOM;1,59;;;;1,59;3856025830859;PROIZVODI ZA KUCANSTVO;
MLINCI IZ CENTRA SVIJETA BUCA 400 G;973775;MLINCI IZ CENTRA SVIJETA;0,400 KG;KOM;3,65;9,13;;;3,65;3857500076274;HRANA;
VOCNI MIX SMOOTHIE 400 G FRIZO PLODINE;973810;FRIZO;0,400 KG;KOM;3,29;8,23;;;2,65;3856025822779;HRANA;
JAGODA 400 G FRIZO PLODINE;973811;FRIZO;0,400 KG;KOM;2,89;7,23;;;2,89;3856025822755;HRANA;
SANITAR WC 2X40 G HYGIENE RINGS CITRUS;973822;SANITAR;2 KOM;KOM;3,69;1,85;;;3,69;3850111901157;SREDSTVA ZA CISCENJE;
TUNA STEAK 250 G PERLA;973863;PERLA;0,250 KG;KOM;8,39;33,56;;;8,39;3858892086391;HRANA;
LIGNJA PATAGONICA CIJELA 525 G PERLA;973864;PERLA;0,525 KG;KOM;8,19;15,60;;;8,19;3858892086523;HRANA;
TEMELJAC OD SKAMPA 450 G PERLA;973865;PERLA;0,450 KG;KOM;3,99;8,87;;;3,99;3858892086193;HRANA;
SOFTY 300 ML SPREJ LAVANDER   ORCHID;973867;SOFTY;0,300 L;KOM;1,25;4,17;;;1,32;3856025841015;SREDSTVA ZA CISCENJE;
SOFTY 300 ML SPREJ SEA BREEZE;973868;SOFTY;0,300 L;KOM;1,25;4,17;;;1,32;3856025841039;SREDSTVA ZA CISCENJE;
SOFTY 300 ML SPREJ TALC;973869;SOFTY;0,300 L;KOM;1,19;3,97;;;1,32;3856025840995;SREDSTVA ZA CISCENJE;
SOFTY 300 ML SPREJ VANILIJA;973870;SOFTY;0,300 L;KOM;1,25;4,17;;;1,32;3856025840971;SREDSTVA ZA CISCENJE;
SOFTY 300 ML SPREJ WHITE MUSK;973871;SOFTY;0,300 L;KOM;1,25;4,17;;;1,32;3856025841053;SREDSTVA ZA CISCENJE;
UMAK CESNJAK 305 G DERONI;973937;DERONI;0,305 KG;KOM;3,59;11,77;;;3,59;3800740064211;HRANA;
UMAK SLATKI CHILI 340 G DERONI;973943;DERONI;0,340 KG;KOM;3,59;10,56;;;3,59;3800740038519;HRANA;
ARF 650 ML DEOBAD;973946;ARF;0,650 L;KOM;2,55;3,92;;;2,79;3850105181190;SREDSTVA ZA CISCENJE;
ARF CREAM 400 ML CITRO;973949;ARF;0,400 L;KOM;1,89;4,73;;;2,19;3850105181596;SREDSTVA ZA CISCENJE;
ARF STAKLO 650 ML;973951;ARF;0,650 L;KOM;1,99;3,06;;;1,99;3850105181015;SREDSTVA ZA CISCENJE;
ARF KUHINJA 600 ML PROFESIONAL;973955;ARF;0,600 L;KOM;3,29;5,48;;;3,29;3850105181312;SREDSTVA ZA CISCENJE;
ARF STAKLO 650 ML ANTISTATIK;973972;ARF;0,650 L;KOM;1,99;3,06;;;1,99;3850105181107;SREDSTVA ZA CISCENJE;
ARF CREAM 400 ML ORIGINAL;973973;ARF;0,400 L;KOM;1,89;4,73;;;2,19;3850105181626;SREDSTVA ZA CISCENJE;
CORNY PROTEINSKA PLOCICA COKOLADA 50 G;973993;SCHWARTAU-CORNY;0,050 KG;KOM;1,89;37,80;;;1,89;4011800295011;HRANA;
VINO ROSSI ROSE 0,75 L 12,5%;974035;ROSSI;0,750 L;KOM;17,99;23,99;;;17,99;3859891585359;PICE;
BURGER VEGAN 226-300 G GARDEN GOURMET;974055;GARDEN GOURMET;0,300 KOM;KOM;5,99;19,97;;;5,99;8445291345959;HRANA;
OKRUGLICE VEGAN 300 G GARDEN GOURMET;974056;GARDEN GOURMET;0,300 KOM;KOM;5,99;19,97;;;5,99;7613287515469;HRANA;
MEDALJONI VEGAN 300 G GARDEN GOURMET;974057;GARDEN GOURMET;0,300 KOM;KOM;5,99;19,97;;;5,99;8445291441859;HRANA;
MIX BADEM GROZDICA 400 G MARJAN VOCE;974089;MARJAN VOCE;0,400 KG;KOM;6,19;15,48;;;6,19;3858893920571;HRANA;
MIX INDIJSKI ORAH I GROZDICA 400 G MARJAN VOCE;974090;MARJAN VOCE;0,400 KG;KOM;6,19;15,48;;;6,19;3858893920595;HRANA;
HELJDA 500 G EKOZONA;974106;EKOZONA;0,500 KG;KOM;2,89;5,78;;;2,89;3858888732165;HRANA;
MEKINJE ZOBENE 500 G EKOZONA;974111;EKOZONA;0,500 KG;KOM;2,99;5,98;;;2,99;3858888737801;HRANA;
QUINOA 400 G EKOZONA;974113;EKOZONA;0,400 KG;KOM;4,29;10,73;;;4,29;3858888739119;HRANA;
SECER KOKOSOVOG CVIJETA 500 G EKOZONA;974115;EKOZONA;0,500 KG;KOM;4,99;9,98;;;4,99;3858890136333;HRANA;
VIOLETA PELENE PREMIUM JUNOR 5 48/1 11-18 KG;974168;VIOLETA;48 KOM;KOM;17,59;0,37;;;17,99;3870128031944;TOALETNE POTREPSTINE;
ULJE MASLINOVO EXTRA DJEVICANSKO 1 L PLODINE OKUSI MEDITERAN;974187;OKUSI MEDITERANA MASLINOVO ULJE;1 L;KOM;6,29;6,29;;;9,99;3856025841183;HRANA;
SOK CLASSIC JABUKA MALINA FRUCTAL 1 L;974190;FRUCTAL;1 L;KOM;1,89;1,89;;;1,89;3838945040204;PICE;
SOK CLASSIC JAGODA 1 L FRUCTAL;974191;FRUCTAL;1 L;KOM;1,89;1,89;;;1,89;3838945040327;PICE;
CHEESECAKE SUMSKO VOCE 1 KG SELECTION;974195;SELECTION;1 KG;KOM;9,99;9,99;;;9,99;3856025841244;HRANA;
SCHWARZWALD TORTA 600 G SELECTION;974196;SELECTION;0,600 KG;KOM;7,29;12,15;;;7,3;3856025841268;HRANA;
KRUH FINI DOMACI REZANI PAKIRANI 700 G;974206;;0,700 KG;KOM;2,49;3,56;;;2,29;3856016906549;HRANA;
